,HumanRecognition,HITId,AssignmentId,WorkerId,ca,no,tr,fr
11,Airplane,371Q3BEXEK86OND57S62Q8WNCDWZSG,3VHP9MDGRRJNZ9V2ZWRXXV89GP2CFH,AORRGKTLLKLU0,airplane,2,rxplus,55
12,Helicopter,3HY86PZXQ1H8J8NFYMD59X8WY7CE17,3RRCEFRB7QBURO671FZJV7509G44BT,A3E7ZJB271LWC4,airplane,2,rzplus,1
13,Airplane,3ECKRY5B2TVHU9A92GCOM6Q03F0IZD,3PMBY0YE2B2EYZ4PWAR5NZMYDU39CO,A3PIU3R3IE6VDW,airplane,2,rzplus,19
14,Airplane,3P7QK0GJ4WKDJOW7DDRWZQJJEJ42ZN,3ZWFC4W1UY6R5BKLHTHSMQ7VGUQFRJ,AQ0YWEW29GSIJ,airplane,2,rzplus,37
15,Airplane,3J6BHNX0VCREJFMEZVM64ZY4L5MNKH,3M81GAB8A4I1GTT5ZC6WYA655BAQBR,A6Q9OJMLD25QV,airplane,2,rzplus,55
16,Airplane,3IYI9285XVZ0HRJ5SKDGN94F75SJC2,3JCG6DTRV7POKZVUIU3MTZ14OOAQQP,A2S96ZZ70YFPSK,airplane,3,rxplus,1
17,Airplane,31JUPBOOSQ340EHSET9O12LOLA38LS,3FPRZHYEP26OI6L96IL0ME71Y2U3V7,A23UXKTVERRXNK,airplane,3,rxplus,19
18,Airplane,3XEIP58NM3MJKAIFNJ91EMISKJKZLY,3HPZF4IVNQSTZ0CX4MJLMGFPMZ1YC7,A3GJ43NLKYZ7O,airplane,3,rxplus,37
19,Airplane,385MDVINGFE9VPPA9BDHZ3BIZSGJWV,3VJ40NV2QMMYR3A6KL5D9ZHRWCYTO8,AORRGKTLLKLU0,airplane,3,rxplus,55
20,Airplane,36KM3FWE4UBN34NNFVVZPIX57S270B,3FTYUGLFSYK5248RTG9ZVPZECXG5DB,A3E7ZJB271LWC4,airplane,3,rzplus,1
21,Airplane,3PUOXASB6A2OJ8H6YM6B9DRXKPDZ9B,30JNVC0ORDJB76WRZ4GSKL930MEHQT,A20SXG1DHDIDI7,airplane,3,rzplus,19
22,None of the Above,3FULMHZ7PXWNNVCB22KQK3K8JTI4M4,3Q5ZZ9ZEVSETL9C0C8YJ9XLD17L85C,A094612415T5EHTYKXTQ,airplane,3,rzplus,37
23,Airplane,33EEIIWHLA6D2NTIERSUA24Q6EGVQY,3E7TUJ2EGGLO3RA3W6MG754GYWJ9DW,A39FOF5RQ9CQAF,airplane,3,rzplus,55
24,Airplane,3E6L1VR4YZLVW8O8Z39SMBKDIC06FU,3OE22WJIGMNGCS2BZ3NR30YTR9WUQE,AF2RVFRGP7GXX,airplane,4,rxplus,1
25,Airplane,3S8APUMBK0I12K53VUQ0XR65WK2FBT,3AZHRG4CU8J8P5KT3LXB1LHB46E30C,AVOF14300525D,airplane,4,rxplus,19
26,Airplane,3P458N04R4GOETWSCV3B25386JW2XG,3IO1LGZLKDWP4DCEHR8O13ZDXXH863,A3242LKO7C4LK4,airplane,4,rxplus,37
27,Airplane,30F94FBDOUJBLPN4QEVPEVL6NTPBTC,3PB5A5BD0Z5N1SW1JZP4ZUG7GTG7GN,AORRGKTLLKLU0,airplane,4,rxplus,55
28,Airplane,37M4O367WMH5JEGBG730PVQMJP8M5M,3PXX5PX6L1X9TDMOAG9A8AR01Q0BAB,A3E7ZJB271LWC4,airplane,4,rzplus,1
29,Airplane,3XBYQ44Z7S339SLFL5RL19YRXUCTWF,3LKC68YZ3E2QJKE0FQAOWJOQ097WOY,A20SXG1DHDIDI7,airplane,4,rzplus,19
30,None of the Above,3OWZNK3RZOOWXP2X7QSOIY44C1P2UY,3OSWBBLG1IWE4NS1ZMSUN8QY5XSDXX,A094612415T5EHTYKXTQ,airplane,4,rzplus,37
31,Airplane,3S829FDFU50BH3U89KNSYOUC3AZDXE,36H9ULYP66TA7N189O8JKZL46EAFJ7,A39FOF5RQ9CQAF,airplane,4,rzplus,55
32,Airplane,3D1UCPY6HJ8NKAR38N5O5GR7LHL839,3G5F9DBFOTW3CES8L3A2Q88BET8HVT,A3OLRWACCCCUTU,airplane,5,rxplus,1
33,Airplane,31D0ZWOD1DY5M6LLMY7JZ9ZV80SA0P,30MVJZJNHQC16DAV628RA3ZT37WJ9I,A1R8I1H63TWK79,airplane,5,rxplus,19
34,Airplane,3BC9H1KCZXBZQEK9VBEK9QQ6CWKWYX,3DYGAII7PP73KNUFIHOXTUBUM8VQP4,A12X8RUSITV7RU,airplane,5,rxplus,37
35,Airplane,3S1L4CQSG04WJA0BPGQ42GMZE2WFAD,3NC5L260MSLO8YS5P10OSV2Q53YFOU,AORRGKTLLKLU0,airplane,5,rxplus,55
36,Airplane,3WJGKMRWWL8NE5JDIOR5KB922S2CD2,3U0SRXB7CH43T3X2FH05UVG4IJ6NRO,A3E7ZJB271LWC4,airplane,5,rzplus,1
37,Airplane,3TCFMTM8IHNGOSBZ52I47WZ714R12X,3KGTPGBS61KZK90QXSXQ7I0QEO02UZ,A3PIU3R3IE6VDW,airplane,5,rzplus,19
38,Airplane,3JUDR1D0E9Q45WVGQH8J8X7F9GJQ2H,3TOK3KHVJXHBT5DZ7I2C43P97JN7OY,AQ0YWEW29GSIJ,airplane,5,rzplus,37
39,Airplane,35NNO802BYVNDKWQZS1URJJRT1XIN1,3QRYMNZ7F2GG9IAUJ650UAHM67NNTR,A39FOF5RQ9CQAF,airplane,5,rzplus,55
40,Airplane,3TTPFEFXDWJFA4FEUTXSPWWQYRD6HS,38SKSKU7R5W0C4RYDHQH3BBON8QIL9,AF2RVFRGP7GXX,airplane,6,rxplus,1
41,Airplane,3ZXV7Q5FKENKCPX99UMV8BCNE52FC0,3G2UL9A02HDL4Z7V7MGIN33IMBP76P,AQ0YWEW29GSIJ,airplane,6,rxplus,19
42,Airplane,3ABAOCJ4SB3UC0Z90ZR3N6LDFLPQMX,3R2PKQ87N07KIM9JDTRW3OQDQU9MI9,A3GJ43NLKYZ7O,airplane,6,rxplus,37
43,Airplane,335HHSX8DG4EVDUT4G56V26IFK6HDF,36U2A8VAG5YBIYOLWZ0JAZSXR9AKY8,AORRGKTLLKLU0,airplane,6,rxplus,55
44,Airplane,3WA2XVDZFPG3QUOC4SPM4TZD6ISE65,3E337GFOLD7C4DOOZ66TVR2XGAUNGR,A3E7ZJB271LWC4,airplane,6,rzplus,1
45,Airplane,3R5OYNIC3F8DPJOE9JDQ9FQV4X9TPK,37M28K1J0UCFBWK0Y8MR6YAD9WWAJK,A20SXG1DHDIDI7,airplane,6,rzplus,19
46,Airplane,3SCKNODZ10FQO0FUG1XX0UTIFLIN77,3QIYRE09Y7GF0YYLHNLQO4YREM41N0,A3AJR1PM02424Y,airplane,6,rzplus,37
47,Airplane,3JHB4BPSGN8F5GGFBQNYIKFTFMXQ9D,3X31TUMD71LPCYV05A5BBCU29TX1LV,A6Q9OJMLD25QV,airplane,6,rzplus,55
48,Airplane,3WRKFXQBPE6HPJ046UA58ZHYXELIYX,3MHW492WW4CP4STJC0QFIDG7VFBVMK,AF2RVFRGP7GXX,airplane,7,rxplus,1
49,Airplane,32W3UF2E0RKAE90KPDQCH7FWPFTC49,3EJPLAJKEQF4O9D1QH81ENWHW416ZF,A23UXKTVERRXNK,airplane,7,rxplus,19
50,Airplane,30P8I9JKPLKO91AKUZ4RCR9ZAIF5VH,31UV0MXWNUBMAFODLUAAMMFR4YA5IR,AJ7JFYKBG85ZV,airplane,7,rxplus,37
51,Airplane,3XAOZ9UYS2QXGBDK7D853EXAHAZ1Q5,32SVAV9L3J84QIIBVNU4QRTODWN3A8,AORRGKTLLKLU0,airplane,7,rxplus,55
52,Airplane,3QXFBUZ40NFMCJA465DDK2Y5MKPGUQ,3OLF68YTND0Z6UY4FIV6R0ILGOTAFT,A3E7ZJB271LWC4,airplane,7,rzplus,1
53,Airplane,3NKW03WTMP6QHCTN41XQW4N4DNDQWY,3JRJSWSMQLK7GVZNBSWQMAJFYE5E34,A3PIU3R3IE6VDW,airplane,7,rzplus,19
54,Airplane,36JW4WBR19JBTX8PVM0WJ293RXSHFW,3LYA37P8IUMF5QVAM7MZ2OUW63QBKO,A3AJR1PM02424Y,airplane,7,rzplus,37
55,Airplane,3LG268AV4B5WCDMWWGSKFOQ925FREP,3ERET4BTVQ8WHXGDON83BIZ6I5D9K6,A3VMNOYU4TNDNS,airplane,7,rzplus,55
56,Airplane,3X4Q1O9UCKL86LF6HGXAFJTN5OBO7X,3U0SRXB7CH43T3X2FH05UVG4FZ6RNL,AF2RVFRGP7GXX,airplane,8,rxplus,1
57,Airplane,33Q5P9PUTSLQH6O9A6G2B3S5QAWCZL,3P4MQ7TPP1BECNRGGU963LB6J2PBBY,A1R8I1H63TWK79,airplane,8,rxplus,19
58,Airplane,33KGGVH25XGHP8EWTR3XXMT3EDHX1T,3WSELTNVR719PZG5A20V84XM7TSATK,AJ7JFYKBG85ZV,airplane,8,rxplus,37
59,Airplane,341YLJU22LYROY7XD93AZVGTI6WI20,31Z0PCVWUOER6XI73ZOBYDVW6NS7T0,AORRGKTLLKLU0,airplane,8,rxplus,55
60,Airplane,3LVTFB9DF8HUKQ3NPWT8A11GJZJGQL,3X65QVEQI4M9Z15YL7UVS8DTDNZLCA,A3E7ZJB271LWC4,airplane,8,rzplus,1
61,Airplane,3R868ACW5VB3YI4ECSCL1UDKO28ZG2,34QN5IT0T3QUQ2QZF2S7S2PMKZO08X,A3PIU3R3IE6VDW,airplane,8,rzplus,19
62,Airplane,3ZXV7Q5FKENKCPX99UMV8BCNE5NFCL,3GU1KF0O4M0GGHSQZZR7Y5GV0EAPBJ,AQ0YWEW29GSIJ,airplane,8,rzplus,37
63,Airplane,3OWZNK3RZOOWXP2X7QSOIY44C1TU2U,3OSWBBLG1IWE4NS1ZMSUN8QY5Z6DXF,A39FOF5RQ9CQAF,airplane,8,rzplus,55
64,Airplane,3V7ICJJA0DFR448EBDUH6N9E7N24BP,3ITXP059P0IJBS6UF88IRY4JSHOJS1,AF2RVFRGP7GXX,airplane,9,rxplus,1
65,Airplane,3G3AJKPCYORNHC1PL581EY7FS3B4Y9,3LJ7UR74RLCWSXV4454SM25UQZMN4T,A1R8I1H63TWK79,airplane,9,rxplus,19
66,Airplane,3ZG552ORBP3WA4RXCG2TEK6NQ8O2VD,3OSWBBLG1IWE4NS1ZMSUN8QY5SCDX7,AJ7JFYKBG85ZV,airplane,9,rxplus,37
67,Airplane,3421H3BMADGYJTC2G03PLJ371RVJ95,3BWI6RSP7K8PHE0AD4ZGZRVV3D17E6,A1SVY6OLOUWIOZ,airplane,9,rxplus,55
68,Airplane,356TQKY9YIW5LTSQAZ8EIX3NQQE78Y,3OVR4I9USTIHVU8WKXW9QW0ZVGA4QA,A3E7ZJB271LWC4,airplane,9,rzplus,1
69,Airplane,3SU800BH99RDP84I91IPEG27S72QUZ,3ZR9AIQJUF8T713X3Z2UBQ9HIDR40T,A3PIU3R3IE6VDW,airplane,9,rzplus,19
70,Airplane,359AP8GAHJJ7XWI3RBOJKJZ6GH47C9,38F5OAUN5RB11ORC357MKUS8VXA7HB,AQ0YWEW29GSIJ,airplane,9,rzplus,37
71,Airplane,3WUVMVA7PE22ORRBQSKB582HQ70AZ6,3SUWZRL0M2C6DEM5UUUOTDVZ87A6E9,A39FOF5RQ9CQAF,airplane,9,rzplus,55
72,Airplane,3BA7SXOG2MPF3CC5JD6KNEUNRV18RD,3I7DHKZYGRZ20OMNKM4PJP2ZLQY5FH,AF2RVFRGP7GXX,airplane,10,rxplus,1
73,Airplane,35A1YQPVGHFJNVQKVS58X2J52G85I9,3UXUOQ9OKIWMR1JYXZXU3854IUE7AE,A23UXKTVERRXNK,airplane,10,rxplus,19
74,Airplane,3R5LWXWHS37ETN4ZBAO049X9G20XGT,3WR9XG3T67A7PC3HOYN3Q5J4QND744,A3GJ43NLKYZ7O,airplane,10,rxplus,37
75,Helicopter,3M7OI89LW1NOTW4Y81JRE5ZAL6EC69,3TUI152ZZFM03VBDXFD7SYTWJUY1QO,AORRGKTLLKLU0,airplane,10,rxplus,55
76,Airplane,3GVPRXWRQKTYAZ43JLK5VMX1TMJ7I6,32AT8R96GP8SP8HOR7CWY0DUCHFSU6,A3E7ZJB271LWC4,airplane,10,rzplus,1
77,Airplane,39N6W9XWSGM3TSU9G6A2NN4II84GYS,3DPNQGW4LPEOLCPC5OIBKRJ8VGD64W,A3PIU3R3IE6VDW,airplane,10,rzplus,19
78,Helicopter,3NRZ1LDP8Z59BVXDFB28V3RCPTWPZX,3ERET4BTVQ8WHXGDON83BIZ6I3XK9X,A094612415T5EHTYKXTQ,airplane,10,rzplus,37
79,Airplane,3S4TINXCD3MV8XIWUX9QKLFJOLIBO0,3WJ1OXY92EFQRFOH74P0H81ZTN1A83,A39FOF5RQ9CQAF,airplane,10,rzplus,55
80,Airplane,39WSF6KUW5KTF0UG4OBGLTL4RBFOEJ,3300DTYQT6GZNW5P938MZICQ5LVQEM,AF2RVFRGP7GXX,airplane,11,rxplus,1
81,Airplane,366FYU4PUJOAP9916WJNEC4V7DWKE0,3QAPZX2QN8CJ4NOAZLJ6IBCJYSH021,A23UXKTVERRXNK,airplane,11,rxplus,19
82,None of the Above,3QO7EE373RMYT9VC9A1U9QAJ3MLQB8,3DR23U6WE9DCFCXHQ72H4NNDS92TEC,APRZ7BR8C0ZMQ,airplane,11,rxplus,37
83,Airplane,34ZTTGSNK0N8KMYY92BQV1DHYZVHQK,3G5W44VEUBHBW73L2TED3ZLTMDPKGF,AORRGKTLLKLU0,airplane,11,rxplus,55
84,Airplane,3G9UA71JWYTU5AO913557NC16187JI,3LRKMWOKB9GG68U03FWYOAF5G5XZ21,A3E7ZJB271LWC4,airplane,11,rzplus,1
85,Airplane,3I4E7AFQ3NYH38LGE686CJ4JVY3TJK,308XBLVESM31SU85CRVW30GA1V9BR6,A3PIU3R3IE6VDW,airplane,11,rzplus,19
86,Airplane,3MJ9GGZYP65CIGOZ1LBXIXSA5YXA2U,37Z929RLGD7DPV2ZR2MMT4RST5JTSV,AQ0YWEW29GSIJ,airplane,11,rzplus,37
87,Airplane,3RTFSSG7UB5FQFDACWPUFIOA3HVLW9,3BV8HQ2ZZ003N15TEPS2XU58NSC6AE,A39FOF5RQ9CQAF,airplane,11,rzplus,55
88,Airplane,3M7OI89LW1NOTW4Y81JRE5ZALZ86CJ,3Q5C1WP23Q0BA9SFDNP4UNY5KG951A,A3OLRWACCCCUTU,airplane,12,rxplus,1
89,Airplane,3ZG552ORBP3WA4RXCG2TEK6NQ8D2V2,3NL0RFNU0JMVKRA17SCCUAOQW4J4K7,AQ0YWEW29GSIJ,airplane,12,rxplus,19
90,Airplane,3VLL1PIEOTNRQVLC0BPT63MMFOPZOF,3OB0CAO74LOKG8NDQEXMX7C5ZQZHYQ,A3242LKO7C4LK4,airplane,12,rxplus,37
91,Airplane,3OID399FYJ6UHH3N9QH6SHU5Z5TFDF,304SM51WA73DT98IRGV1TAL6NUWSB9,AORRGKTLLKLU0,airplane,12,rxplus,55
92,Helicopter,322ZSN9Z6JJR0Q2VBZL26HF0D194T0,3NJM2BJS405ZQMKWDZN29PMDIX2CP1,A3E7ZJB271LWC4,airplane,12,rzplus,1
93,Airplane,32CAVSKPDHOP84K1OMSADFUZKVB1UG,3PJUZCGDJAFCMWECFYB0LDQFN3I98I,A3PIU3R3IE6VDW,airplane,12,rzplus,19
94,Airplane,3LCXHSGDMW58DSM9B5SP5YV5O7UESW,3VE8AYVF8QWLN65PIKBSV9CQQ228F0,A2H557RQ3T3LPX,airplane,12,rzplus,37
95,Airplane,3BPP3MA3UFJL9FRJRWVOTCHAWDQLET,3IRIK4HM3EJRGG2RY3OT3PVWNVWC6L,A39FOF5RQ9CQAF,airplane,12,rzplus,55
96,Airplane,3TZDZ3Y0KV5ROCWYQBXJHJ7L73P917,3R08VXYT7GUJYEM1Y4TMLX2V7ZIW7K,AF2RVFRGP7GXX,airplane,13,rxplus,1
97,Airplane,37PGLWGSKW5M5EBN2F9EZR2NZ63KI9,3I02618YA45VCG1WZQ823V8JPR9UPH,AVOF14300525D,airplane,13,rxplus,19
98,Airplane,3UUIU9GZD849W96VP44CB9LEDXYT5O,3S3AMIZX3Y4Q1PH68QW79V5O4ARDC8,AJ7JFYKBG85ZV,airplane,13,rxplus,37
99,Airplane,3ZXV7Q5FKENKCPX99UMV8BCNE5HCFC,36H9ULYP66TA7N189O8JKZL469FFJ2,A1SVY6OLOUWIOZ,airplane,13,rxplus,55
100,Airplane,3ZRKL6Z1FB26X6I0H0ID51GH1N4GSA,3C44YUNSI5O9VEQADVIDTV4V3XGPDG,A3E7ZJB271LWC4,airplane,13,rzplus,1
101,Airplane,3EQVJH0T53KLC2QQQ65L06O4I6ZTHF,34J10VATJJXB317B5MYDKXAI0ZQQIS,A3PIU3R3IE6VDW,airplane,13,rzplus,19
102,Airplane,3KWGG5KP7M1QIZPQVHQ831WWB6ZCMP,3PMBY0YE2B2EYZ4PWAR5NZMYDUOC9C,A094612415T5EHTYKXTQ,airplane,13,rzplus,37
103,Airplane,3TD33TP5EO166TOVKE48JQVEZ4EBA1,3CP1TO84PX0IZUABWRPIZ68AF9852P,A39FOF5RQ9CQAF,airplane,13,rzplus,55
104,Airplane,3Z8UJEJOD2CNYFADDFB25CMI5N393Z,3OUYGIZWRBXFWUPG1JUIEOKC6O50PP,A3OLRWACCCCUTU,airplane,14,rxplus,1
105,Airplane,3D3B8GE8A5QU54F0BD89IFPJAQM9PG,3HL8HNGX490L1BOZNCH6V571A0D9F3,AVOF14300525D,airplane,14,rxplus,19
106,Airplane,30QQTY5GNNJ3JQZ3D29JEPLCNH0U7V,3IXEICO796I82X42KPJJSZV0BA0T6B,A13OOAT2ORKH6V,airplane,14,rxplus,37
107,Airplane,3INZSNUD93PLG7CA64HEIL8UW7Y9DH,3OVHNO1VEA039ISG04GFKT69DUJZD3,AORRGKTLLKLU0,airplane,14,rxplus,55
108,Airplane,3UL5XDRDOFIQYPE7M6THKDPRZKJ58H,3Q5C1WP23Q0BA9SFDNP4UNY5N0C15G,A3E7ZJB271LWC4,airplane,14,rzplus,1
109,Airplane,37M4O367WMH5JEGBG730PVQMJPCM5Q,3OSWBBLG1IWE4NS1ZMSUN8QY5X6DXB,A3PIU3R3IE6VDW,airplane,14,rzplus,19
110,Airplane,3RZS0FBRXN9W32M3NXI0K5QRGB9PCX,3A4TN5196OH7D5M8UMFX0GKMW7MCHS,A3AJR1PM02424Y,airplane,14,rzplus,37
111,Airplane,3YCT0L9ONP8C7YZM44V8VLPE2ZZNSY,3MYYFCXHJ76QI5EIH1RXWIWXPWLG4H,A39FOF5RQ9CQAF,airplane,14,rzplus,55
112,Airplane,3LN50BUKQYAP66G90ABZNOGEADCLPK,354P56DE9O2QRX5SEZJLO8ZA1MLS70,AF2RVFRGP7GXX,airplane,15,rxplus,1
113,Airplane,3IZPORCT2I88WNDYMH0Q0RNMULIHR6,3CFJTT4SXXP1XJ2W9NP7K6TNV2I7IH,AQ0YWEW29GSIJ,airplane,15,rxplus,19
114,Airplane,34KYK9TV3U7A6PAP1EQZ4QPKLA6SBZ,3VSOLARPKF8QLZ863HG4UWI47CX93N,A3242LKO7C4LK4,airplane,15,rxplus,37
115,Airplane,3VW0145YM1BDQDVW597UQ59R1Q2MJ7,31QNSG6A5VS88DQJ01DG7HZ9SA5789,AORRGKTLLKLU0,airplane,15,rxplus,55
116,Airplane,32W3UF2E0RKAE90KPDQCH7FWPF9C4P,3DQQ64TANKK84KQ1UQN3LJTGADMPWP,A3E7ZJB271LWC4,airplane,15,rzplus,1
117,Airplane,3MA5N0ATUFA469VSRWDT0IBVEHLWKC,34J10VATJJXB317B5MYDKXAI0ZYIQS,A10IUXCZBNYUXC,airplane,15,rzplus,19
118,Airplane,3N2YPY1GJ9XO5K3D50XUGLFCNBOEV1,3FTF2T8WLVHNCXAUD1R6ZTT15AW9W8,A3AJR1PM02424Y,airplane,15,rzplus,37
119,Airplane,309D674SI2KUZ8LT4S0ZPLL2Z7ZBC3,3T111IHZ5IPI41T8E7H0CULKDX99R1,A39FOF5RQ9CQAF,airplane,15,rzplus,55
120,Airplane,3RHLQY6EEW3KJ16YP9LN1DXEA8E4DW,33NF62TLXN1LN9TMAZZG0CD9BNAJKJ,AF2RVFRGP7GXX,airplane,16,rxplus,1
121,Airplane,3BO3NEOQN3GGT121QOWP5DZRUU9AIK,3R3YRB5GRJ2OPCVUA7Q5D0JOQ5DAUL,A1R8I1H63TWK79,airplane,16,rxplus,19
122,Airplane,3NOEP8XAV71K60XYETENYIB1HTNXPX,3R6BYFZZPBBB276XQSNKB8TJH50FXS,A12X8RUSITV7RU,airplane,16,rxplus,37
123,Airplane,382GHPVPIVQM1941WKFBO4B2J2V43I,3L2IS5HSFEHV9VPJJBVAZ63OPG0NUE,AORRGKTLLKLU0,airplane,16,rxplus,55
124,Helicopter,30Z7M1Q8V1JN4VQOH2KYSO5DRYKA8S,33FBRBDW6SYEKULFRILRN3RNTN38CE,A3E7ZJB271LWC4,airplane,16,rzplus,1
125,Airplane,3CIS7GGG78IOS5ED0ANPKZDT94EUER,3GLB5JMZF1U3I1XBACSQZMQ327BGDN,A20SXG1DHDIDI7,airplane,16,rzplus,19
126,Airplane,35F6NGNVNBIOJDKEDXJ99TZA4347TS,30LSNF239YUUBI5Q3B8COFCFKU22II,AQ0YWEW29GSIJ,airplane,16,rzplus,37
127,Airplane,3MZ3TAMYUOM8SIOISZIB03O1UYMRIY,3W2LOLRXLFE2LXCZI48P23Z0ORIRKA,A39FOF5RQ9CQAF,airplane,16,rzplus,55
128,Airplane,3OEWW2KGRMAONUGG8T0WFB3JRZEDOF,38BQUHLA90ZUE8KMBO41NLMZZMCMO7,AF2RVFRGP7GXX,airplane,17,rxplus,1
129,Airplane,3RHLQY6EEW3KJ16YP9LN1DXEAF5D4A,3TDXMTX3CFTITJORQDKFESTR0RZ6II,AQ0YWEW29GSIJ,airplane,17,rxplus,19
130,Airplane,3RTFSSG7UB5FQFDACWPUFIOA3HGWL5,36NEMU28XJC2JHTO2AVB4FZL54YMW5,AJ7JFYKBG85ZV,airplane,17,rxplus,37
131,Airplane,3BCRDCM0PGT6CUGM0E0P2OCIQFNK6U,3SB5N7Y3O739JHWHY04VKF6K8FAG0W,AORRGKTLLKLU0,airplane,17,rxplus,55
132,Airplane,32ZCLEW0C2JJBGS9XPZM793M6VEJP1,3TVRFO09GOEX2ZGTC3QI6LY3E5RLXG,A3E7ZJB271LWC4,airplane,17,rzplus,1
133,Airplane,3THR0FZ96SS7L648LAYKYOBO0FROLV,3CFJTT4SXXP1XJ2W9NP7K6TNV9Z7IC,A3PIU3R3IE6VDW,airplane,17,rzplus,19
134,Airplane,3VEI3XUC0UW094BM5U8V90PDGCDPR4,3SKRO2GZ75QESSDIKATAWCHNKRA1K6,A094612415T5EHTYKXTQ,airplane,17,rzplus,37
135,Airplane,3K2CEDRADE074GR1H3LYSBW0ZS3TMT,3YJ6NA41JFFMY0Q2NR4OWTZ88KXJPE,A39FOF5RQ9CQAF,airplane,17,rzplus,55
136,Airplane,3I7SHAD36PVK6IUU40IXNF4IAOWM7G,3PQMUDRV7V5YM3JSSET4BVJW64WIIV,AF2RVFRGP7GXX,airplane,18,rxplus,1
137,Airplane,3T6EIBTMAON1NJJ3E04COFB8HM4AAG,339ANSOTR91PSY9GSHEGOBY91MIIKY,AJM4334V07JDQ,airplane,18,rxplus,19
138,Airplane,3JAOYN9IIO11JDLXW6ASEZJW52V33S,3M81GAB8A4I1GTT5ZC6WYA6555LBQB,A3GJ43NLKYZ7O,airplane,18,rxplus,37
139,Airplane,3GVPRXWRQKTYAZ43JLK5VMX1TMII7G,3XXU1SWE8QU89QJEC0CLOTVHAKSA09,AORRGKTLLKLU0,airplane,18,rxplus,55
140,Airplane,3Z33IC0JD3L7AOCWXPH8O7E1WE39VH,3RKNTXVS3QXP8E1FV1ZN0WLURYKA45,A3E7ZJB271LWC4,airplane,18,rzplus,1
141,Airplane,306996CF7ZJAC5BVOVBF8P2BVA41BZ,354P56DE9O2QRX5SEZJLO8ZA4717S4,A3PIU3R3IE6VDW,airplane,18,rzplus,19
142,Airplane,39KV3A5D2B6N4D7ZOXEJZO3O2KQ7S3,369J354OFH94XSIW0PKCTGGBLMD6GC,AQ0YWEW29GSIJ,airplane,18,rzplus,37
143,Airplane,3S4TINXCD3MV8XIWUX9QKLFJOLIOBD,3SB4CE2TJZUG6GPPFC1SX7ISKWCXA0,A6Q9OJMLD25QV,airplane,18,rzplus,55
144,Airplane,3L7SUC0TUXT6O7UAJ1XO80UV2AQM0G,39OWYR0EPOQ02CW7VO9MUM0SGVSFYX,AF2RVFRGP7GXX,airplane,19,rxplus,1
145,Airplane,36818Z1KW6C13YKI5LP217X2BCC3AD,35DR22AR5HJGMVQ46XMIAZ4MED0X32,A23UXKTVERRXNK,airplane,19,rxplus,19
146,Airplane,3D1TUISJXLZ08AGZWTDG5EBL1XBUIQ,3YMU66OBIR7KUH2DW8BGQ751UVJGH3,A3GJ43NLKYZ7O,airplane,19,rxplus,37
147,Airplane,34R3P23QIV0D4JUKLBAWNQV3M0CHWO,3IXQG4FA2XXVOUCJIAVACFGGV6GB9Q,AORRGKTLLKLU0,airplane,19,rxplus,55
148,Airplane,375VSR8FWZ8UN8DSS36X0YRRQBFRZM,3LS2AMNW5JPLZNIE3HBI4U64C75OQZ,A3E7ZJB271LWC4,airplane,19,rzplus,1
149,Airplane,3R15W654WGSA6IHO0NQONT6OFG9LQ0,33F859I56ACO30U2GMJ2PWE4EMJHBN,A10IUXCZBNYUXC,airplane,19,rzplus,19
