,HumanRecognition,HITId,AssignmentId,WorkerId,ca,no,tr,fr
15,Airplane,3I7KR83SODCTUDIKYL31MY3KD6TK9G,34QN5IT0T3QUQ2QZF2S7S2PLTSS802,AHYTT3T8W9Y9Y,airplane,2,rzplus,55
16,Airplane,3BJKPTD2RFBY1W4TMBHFEAQA211TRL,3U4J9857OIARABOQ3DXQYJP98XS7BE,A2FAJQUVSEXZRN,airplane,3,rxplus,1
17,Airplane,35O6H0UNMVFFI6AQDAQ893Y5CGT5JK,336KAV9KYURG1IKV7TUFA362ILN2YX,A19MM9MW8HPLTH,airplane,3,rxplus,19
18,Airplane,302OLP89E26PGYG1YE03UA1WEDNACP,3N2BF7Y2VUTKMRYZ7B9B3CPXY44MH6,A2HM35CWB7IIFM,airplane,3,rxplus,37
19,Airplane,3511RHPAEYDAIJWOD2FOSJGT8SLRLU,3DI28L7YXEDB6SL8OOI7YH4H9LX1EU,A3BEGZR3FC5XQA,airplane,3,rxplus,55
20,Airplane,3D4BBDG70KVPWDHGPZLT72NQ82S3CH,3WMINLGALF2S3IEUOG55JUXHRSFCA2,A398CG5XGBNGGE,airplane,3,rzplus,1
21,Airplane,31ANT7FQOB1JR0F0PANNXQIQZNA5HY,3URFVVM169HPQK32MZ64UTAW745UZP,A376DD71XY793G,airplane,3,rzplus,19
22,Airplane,3U74KRR68PKDMYC1T40Y5QL016CTN1,3NJM2BJS405ZQMKWDZN29PMCRKBPC4,A31TGM13CAYTBG,airplane,3,rzplus,37
23,Airplane,3K2CEDRADE074GR1H3LYSBW0WIRMTN,3QY5DC2MXVJJL3C2LNCXR1UEWL2FUM,AHYTT3T8W9Y9Y,airplane,3,rzplus,55
24,Airplane,3TY2U1TECA9NP5PB2CU2ADHAUIGJJE,3TK8OJTYM5KVPVQW4GI7ZHA1BJCVPD,AODANWH0HK3JK,airplane,4,rxplus,1
25,Airplane,31ODACBEOXEXAVCEKWNPZFKJ4VTQSY,3GU1KF0O4M0GGHSQZZR7Y5GU8M6PB1,A1AWQMAD7ZCRUV,airplane,4,rxplus,19
26,Airplane,3JMNNNO3C439PTR22Q7P0MP1U5D2WJ,3OWEPKL08DBTBKDN632ZPEP3PRG7NN,A2HM35CWB7IIFM,airplane,4,rxplus,37
27,Airplane,3L2OEKSTXC9O0DORX8YEVANKRF1Y8H,3NPFYT4IZG3HG72S1CT2TTTURGUGXL,AHDL55X4A4Q1R,airplane,4,rxplus,55
28,Airplane,3FI30CQHWNI5JRCSU1NW3LTS08UB6O,3HPZF4IVNQSTZ0CX4MJLMGFOUJCYCS,AODANWH0HK3JK,airplane,4,rzplus,1
29,Airplane,3BO3NEOQN3GGT121QOWP5DZRREQAI2,3PDJHANYK9FIXOD7KV2UEGSB8S66H9,A376DD71XY793G,airplane,4,rzplus,19
30,Airplane,3Q2T3FD0PQ725ZT72OF7AYS22HPM3D,3WQ3B2KGECFDZP9OEXGHX9YW6J6B1G,A31TGM13CAYTBG,airplane,4,rzplus,37
31,Airplane,3JMQI2OLG24659G47E0J0M3EYMDND5,3VAR3R6G1T0FTJIIHNUII3L3RV68OQ,AHYTT3T8W9Y9Y,airplane,4,rzplus,55
32,Airplane,3XJOUITW9XQYPVPT9WSF9KG56FZTQK,3Z4GS9HPNZ948ZL0QWLATH3DP7177S,AODANWH0HK3JK,airplane,5,rxplus,1
33,Airplane,33P2GD6NSQRM9J03WXRTZF18WEKKHF,3Q5ZZ9ZEVSETL9C0C8YJ9XLC9GK85Z,A3GJPHFUCNBO8J,airplane,5,rxplus,19
34,Airplane,3NI0WFPPJCF4Z49IWLQ7J4X9950602,3I0BTBYZA1K958HHS6Q1RFDNLXFY05,A2HM35CWB7IIFM,airplane,5,rxplus,37
35,Airplane,3X0EMNLXFSOS2BS3EED5AXEGY8ZVPP,37Q970SNZI7CGBQQPJ2CNY8WAC4S1K,A32F420NFLF032,airplane,5,rxplus,55
36,Airplane,3D1UCPY6HJ8NKAR38N5O5GR7IB738B,31EUONYN2Z2D4VEVPG5SAH5B1GTVOD,AODANWH0HK3JK,airplane,5,rzplus,1
37,Airplane,3JVP4ZJHESRKSO4JYMZWG7NEISEI0J,3TK8OJTYM5KVPVQW4GI7ZHA1BC8VPV,A376DD71XY793G,airplane,5,rzplus,19
38,Airplane,3HO4MYYR25NKFQLYUS4R8BLGPUUU6J,31N2WW6R9VPZM9ZJ63GW4S4EJ1C3FI,A31TGM13CAYTBG,airplane,5,rzplus,37
39,Airplane,3RSBJ6YZFFPLLEUCZZVM3B6409YFON,3TPZPLC3M4BBDMODK6C1GMIILE5P3R,AHYTT3T8W9Y9Y,airplane,5,rzplus,55
40,Airplane,3XT3KXP252XF6ZQY0BFDP8X5VX7I6V,3QY7M81QHBLS3ESK9QAJXM8ZVR1K7B,A2FAJQUVSEXZRN,airplane,6,rxplus,1
41,Airplane,3WGCNLZJLI73R29F2R2L3FQBVGRD1W,3PQ8K71NH1J4A3HW429EDZ7TRJUAAM,AAMVVTRCNE19O,airplane,6,rxplus,19
42,Airplane,3D42WVSDIBUXFSYE5M4K5246EHHYFX,3FE2ERCCZ170ZBHZ34WT4PGTFVTOPS,A2HM35CWB7IIFM,airplane,6,rxplus,37
43,Airplane,3M93N4X8INMGO881P63G2E8XQ5ZJS8,34X6J5FLPXX7YCRHN4JDWYPHM5KJQR,A3BEGZR3FC5XQA,airplane,6,rxplus,55
44,Airplane,3OLZC0DJ9ME0LP5Z1JNL10D4CR4VI7,3Q5C1WP23Q0BA9SFDNP4UNY4VGM15S,A398CG5XGBNGGE,airplane,6,rzplus,1
45,Airplane,3IHWR4LC8GC2AD9MTQCB9MTW1QQI86,3TXD01ZLD8G9NNFD16GE0XXN6934UO,A376DD71XY793G,airplane,6,rzplus,19
46,Airplane,3FTID4TN9OXJFK8ARX7I0F9QBDULYG,3JJVG1YBEFWCN7A7FKIT0ZBDIZB5BS,A31TGM13CAYTBG,airplane,6,rzplus,37
47,Airplane,3E6L1VR4YZLVW8O8Z39SMBKDF94F6Y,308XBLVESM31SU85CRVW30G9AODBR3,AHYTT3T8W9Y9Y,airplane,6,rzplus,55
48,Airplane,3CVBMEMMYEFYE4TJD32KVAWMQVCH70,36PW28KO43V70GY8K7B09IXKC2AAE7,AODANWH0HK3JK,airplane,7,rxplus,1
49,Airplane,3IKMEYR0MZUIUTXLDCOMCBV67V2K2X,30MVJZJNHQC16DAV628RA3ZSBO69JM,AAMVVTRCNE19O,airplane,7,rxplus,19
50,Airplane,39N6W9XWSGM3TSU9G6A2NN4IFWHYGW,3K2755HG5W2X411GZSM8H1QQ9BXFDH,A2HM35CWB7IIFM,airplane,7,rxplus,37
51,Airplane,3D06DR5238I2PKSSB3UHX6688TNMAJ,3A0EX8ZRNCNAPVKRQMNQBW96D9WYBS,AHDL55X4A4Q1R,airplane,7,rxplus,55
52,Airplane,30UZJB2PPKB4XS81APYLTWHGGL6359,3ZY8KE4ISN2GP7RB4TXWZM0BGH4QV9,A398CG5XGBNGGE,airplane,7,rzplus,1
53,Airplane,3SV8KD29M7R8040X2JX0ZM5DS3MKZO,3OVHNO1VEA039ISG04GFKT68L4CDZ0,A376DD71XY793G,airplane,7,rzplus,19
54,Airplane,3QMELQS6Z8ASZYTHQY9M30YWIVQR6C,3JJVG1YBEFWCN7A7FKIT0ZBDIZAB5X,A31TGM13CAYTBG,airplane,7,rzplus,37
55,Airplane,3DTJ4WT8CGE5E48N6XMX1RS88CMEZ6,3K2755HG5W2X411GZSM8H1QQALADFD,AHYTT3T8W9Y9Y,airplane,7,rzplus,55
56,Airplane,3OLZC0DJ9ME0LP5Z1JNL10D4CQYIVM,3C6FJU71TUSPLUTXQD4LGM1U1H6YUL,AODANWH0HK3JK,airplane,8,rxplus,1
57,Airplane,36818Z1KW6C13YKI5LP217X28X8A3J,35DR22AR5HJGMVQ46XMIAZ4LMTUX3Y,A19MM9MW8HPLTH,airplane,8,rxplus,19
58,Airplane,3RSBJ6YZFFPLLEUCZZVM3B6407JFO4,3JJVG1YBEFWCN7A7FKIT0ZBDHW95BJ,A2HM35CWB7IIFM,airplane,8,rxplus,37
59,Airplane,337F8MIIN2CQKH54DXXSM6DVDGR40G,3WRFBPLXRENBA1C04RZ9CXDNLXGN31,AHDL55X4A4Q1R,airplane,8,rxplus,55
60,Airplane,3C8QQOM6KS0XPKT5NFLFERF2LT2LIE,36AHBNMV1VB34SIB4IEW6MX6FJIDY1,A398CG5XGBNGGE,airplane,8,rzplus,1
61,Airplane,3UQ1LLR27D7IJ2A7BRT2XTRJ8IKALG,31QTRG6Q2XCCTPL19R5R6GEVTTBYP8,A376DD71XY793G,airplane,8,rzplus,19
62,Airplane,3YOAVL4CB3GNM2BUHRAKS5GHVL3Z4S,31LM9EDVOPRMVFEP7CRWS4UCHPJNJK,A31TGM13CAYTBG,airplane,8,rzplus,37
63,Airplane,3YD0MU1ND50J4HL57XSSEO9ID4BA7F,3YWRV122CWYA6O2FD96RH9DS9HWU8R,AHYTT3T8W9Y9Y,airplane,8,rzplus,55
64,Airplane,3R0WOCG22P8J0Z0D4FC5EHV86EHUD7,3JW0YLFXRXFYOTN26C1YDD1BBPJWWL,A2FAJQUVSEXZRN,airplane,9,rxplus,1
65,Airplane,3BO3NEOQN3GGT121QOWP5DZRRF5IAR,39PAAFCODQZTHNJ3LXRR4RBY0H5VTG,A1AWQMAD7ZCRUV,airplane,9,rxplus,19
66,Airplane,3VP28W7DVQJXKI8J1863J9D8KBMFZ6,3LQ8PUHQFPRYQ888MWBJBJIGHVMHIN,A2HM35CWB7IIFM,airplane,9,rxplus,37
67,Helicopter,3JU8CV4BSOBXCRJ6D2RRF5K82F2OPG,3AQF3RZ55CHYJSM1P5EUBVGYTXVF6R,AHDL55X4A4Q1R,airplane,9,rxplus,55
68,Airplane,371DNNCG571SJRPXN2BFNTV5CAJT8H,34T446B1C4DW25GCWE8CUOL4I6PC0X,A34DYM8J0X5VK,airplane,9,rzplus,1
69,Airplane,3GVPRXWRQKTYAZ43JLK5VMX1Q6KI7J,3AMW0RGHOH1IHQHN2PWGP0GOP93NP3,A376DD71XY793G,airplane,9,rzplus,19
70,Airplane,3VP28W7DVQJXKI8J1863J9D8KBCZFG,3DPNQGW4LPEOLCPC5OIBKRJ7426462,A31TGM13CAYTBG,airplane,9,rzplus,37
71,Airplane,34F34TZU8ZYNJ9R3VROABWVTSBJ2J7,3S0TNUHWKXHOPMRTREG27994NHZ8DT,AHYTT3T8W9Y9Y,airplane,9,rzplus,55
72,Airplane,311HQEI8SVFK5PTDJP8RVH0RMLTZ78,38BQUHLA90ZUE8KMBO41NLMYAL4OM8,AODANWH0HK3JK,airplane,10,rxplus,1
73,Airplane,3087LXLJ7PF0IX2TXETBDAAM211F06,32SCWG5HIL3AA5BV38AZNPU2ULU6PW,A1AWQMAD7ZCRUV,airplane,10,rxplus,19
74,Airplane,31N9JPQXJSHNHPL6TAJ9R7ICQCRNHV,3VSOLARPKF8QLZ863HG4UWI3F0F93N,A2HM35CWB7IIFM,airplane,10,rxplus,37
75,None of the Above,37MQ8Z1JRHVDEYM2HRPDLJAH5F9Y2E,378XPAWRUGCJGL0UGQ1RUXVC58DAI3,A32F420NFLF032,airplane,10,rxplus,55
76,Airplane,3JMQI2OLG24659G47E0J0M3EYJVDN7,3P59JYT76PJKKWL1XN7G2MEN3QBT2J,A398CG5XGBNGGE,airplane,10,rzplus,1
77,Airplane,3L55D8AUGDWQCGE4EKEJXWJ3H08YCX,3NGMS9VZTPHU2LFCQYHY51TBLCUFFL,A376DD71XY793G,airplane,10,rzplus,19
78,Airplane,3DGDV62G8R8J5KU1Q4TU8SH5180P21,3H7XDTSHKGQ2R7X2R7XGRAFNI95GWZ,A31TGM13CAYTBG,airplane,10,rzplus,37
79,Airplane,3ZTE0JGGDHREI2A28X5LV5L13W6CO9,3X73LLYYQ5DQ49JZJCOBGREX44ONH2,AHYTT3T8W9Y9Y,airplane,10,rzplus,55
80,None of the Above,3EKTG13I0X2JL3JW8UJ76KMJ21GLMM,338JKRMM2AYJKQPAA8J6ULUX4I2AHN,AODANWH0HK3JK,airplane,11,rxplus,1
81,Airplane,3BFF0DJK90BA2B4610HK4KV6O2SSTE,33CUSNVVNRBC8RV2A65MLHV3B6M882,A1AWQMAD7ZCRUV,airplane,11,rxplus,19
82,Airplane,3APP19WN84D1A8K3ANFA4WKPGMPG6F,3ZOTGHDK5MAXC3XRVL0NZUL42F0OS8,A2HM35CWB7IIFM,airplane,11,rxplus,37
83,None of the Above,37SOB9Z0TVWIZHBM2CESALDD2E63L3,33CKWXB73NJCMRRWC0NSRXLNKCY11G,A32F420NFLF032,airplane,11,rxplus,55
84,Airplane,33J5JKFML9XTQERZUHMOR7C7CHT3QM,3NKQQ8O3924MNJY6UHH731RTJV5DU1,A34DYM8J0X5VK,airplane,11,rzplus,1
85,Airplane,39O6Z4JLY5WXBKUU05NM4A0J01UXVP,3ON104KXQOVMFR4IW6VFILIKRPD4WM,A376DD71XY793G,airplane,11,rzplus,19
86,None of the Above,3OND0WXMIZEJNJ8T0BGQ1KO3CKGHEQ,3N8OEVH1FVPIEB5YO4JEFPB36TZOOK,A31TGM13CAYTBG,airplane,11,rzplus,37
87,Airplane,3VI0PC2ZB1J2L0LXZT189I6B4EUOXN,3VA45EW49RMXIJYXI2L33TYVDPZ1OY,AHYTT3T8W9Y9Y,airplane,11,rzplus,55
88,Airplane,34R3P23QIV0D4JUKLBAWNQV3JMLHW2,3HRMW88U1AP9BRS3932QXKQGCIQ0MW,A4FUUCTAPWUHK,airplane,12,rxplus,1
89,Airplane,3HFWPF5ALCI53U6CMLBTM7R8U3FS3X,3WYP994K1BQ4JJ3WUV6I0GNEYR7Y6U,AAMVVTRCNE19O,airplane,12,rxplus,19
90,Airplane,338GLSUI56A0J6M56GCVNGG5XWMFS1,3QHK8ZVMIQHQPWDS77Y0HO7A3MABLE,A2HM35CWB7IIFM,airplane,12,rxplus,37
91,Airplane,3ATYLI1PSW11QGG8IPM7I9YWTGWOJG,34QN5IT0T3QUQ2QZF2S7S2PLTQQ80W,A32F420NFLF032,airplane,12,rxplus,55
92,Airplane,3MGHRFQY3OO6IOJO24LZ2VH28EQ0YR,35BLDD71IAWP3ZS2RPG9QFCFLKPVZ8,A398CG5XGBNGGE,airplane,12,rzplus,1
93,Airplane,3I6NF2WGJJV5R4KP5455CQ6PKNX5GZ,3WR9XG3T67A7PC3HOYN3Q5J3YY347J,A376DD71XY793G,airplane,12,rzplus,19
94,Airplane,3B0MCRZMCUTFXRV7S24645PYCISPPO,3X4MXAO0BKNTGX6G7IRSQETUKIJRW9,A31TGM13CAYTBG,airplane,12,rzplus,37
95,Helicopter,3UAU495MJLRA4WR2UOQLPB77AWDOUV,358UUM7WR32EQI5FZAJGYYUDRYFR7Q,AHYTT3T8W9Y9Y,airplane,12,rzplus,55
96,Airplane,3RWSQDNYMCLRF1HJ0WCWGHXQ84IFF4,3M81GAB8A4I1GTT5ZC6WYA64DNKBQG,AODANWH0HK3JK,airplane,13,rxplus,1
97,Airplane,3E22YV8GH45FU6JUCNRE0GK3C0ZPNU,3TYCR1GOTGIM7UG8DLE336EDUG0ZLU,AAMVVTRCNE19O,airplane,13,rxplus,19
98,Airplane,32TZXEA1POJQR6QM9G1S0BW5I6014F,3X87C8JFVAA0XFA7AYSROZG4HGGQSG,A2HM35CWB7IIFM,airplane,13,rxplus,37
99,Airplane,3B623HUYK7PR4RCIY26PDOZJAU58SD,36V4Q8R5ZOZXZKX2Q1W5CQHYQZJQM6,A32F420NFLF032,airplane,13,rxplus,55
100,Airplane,3ATYLI1PSW11QGG8IPM7I9YWTDWOJA,3IO1LGZLKDWP4DCEHR8O13ZC5IQ68M,A34DYM8J0X5VK,airplane,13,rzplus,1
101,Airplane,3XUSYT70JW03KDOX68YLPA71QN6D0C,3KMS4QQVK6P5I77QR98VLELGT8BKFS,A376DD71XY793G,airplane,13,rzplus,19
102,Airplane,3QD8LUVX50XGDQFFUE590C6KNH0X5Y,3HSYG7LRBNXGYTZ4SKZS1RDL2JGKKD,A31TGM13CAYTBG,airplane,13,rzplus,37
103,Truck,31N9JPQXJSHNHPL6TAJ9R7ICQE6HN8,31QTRG6Q2XCCTPL19R5R6GEVUF0PYX,AHYTT3T8W9Y9Y,airplane,13,rzplus,55
104,Airplane,3ZQX1VYFUG4C6ZKPRLPGTJPID1WO8I,3HUTX6F6VYM474GT16LH8C804GP2OX,A4FUUCTAPWUHK,airplane,14,rxplus,1
105,Airplane,3K3IX1W4T9Q8ANP53JM9EA03DT0APV,3QY7M81QHBLS3ESK9QAJXM8ZVM8K78,A1AWQMAD7ZCRUV,airplane,14,rxplus,19
106,Airplane,3BCRDCM0PGT6CUGM0E0P2OCIN366K8,336KAV9KYURG1IKV7TUFA362IVYY2O,A2HM35CWB7IIFM,airplane,14,rxplus,37
107,Airplane,3XBXDSS89BIUFFI0M1LGH12H996LXK,31IBVUNM9WYJYI12QDM2NNWXAQMVFY,A32F420NFLF032,airplane,14,rxplus,55
108,Airplane,3Q9SPIIRXMLYUWM6F504648Z6S2AWT,308XBLVESM31SU85CRVW30G99BPBRO,A34DYM8J0X5VK,airplane,14,rzplus,1
109,Airplane,3JYPJ2TAZL736E6DEZ81SBBUA8YFPW,3ZQIG0FLQIFL94NXG2W2RBIX498VWN,A376DD71XY793G,airplane,14,rzplus,19
110,Airplane,3G4VVJO6Q2FEM0YRFAZY8O3ZI8MPKN,392CY0QWG5Q4EWKD7PR0HU9CDTZI48,A31TGM13CAYTBG,airplane,14,rzplus,37
111,Airplane,3I7SHAD36PVK6IUU40IXNF4I7L07MW,326O153BMMX5YN1K4H22ZJ5QYKVDEV,AHYTT3T8W9Y9Y,airplane,14,rzplus,55
112,Airplane,31MBOZ6PBRQ6CH75V5PT3OH78NCLC4,37U1UTWH9ZLIQWAY9FBMCYQ813ZR8W,AODANWH0HK3JK,airplane,15,rxplus,1
113,Airplane,3P6ENY9P8CVV3OAFWU6HMZMV4AVHI1,39ZSFO5CACVZQ5YY4D3I6ZM6O86JUB,A3GJPHFUCNBO8J,airplane,15,rxplus,19
114,Airplane,329E6HTMTZ17FBT4HC2RVL0YDC43KZ,3E337GFOLD7C4DOOZ66TVR2WOU0GN0,A2HM35CWB7IIFM,airplane,15,rxplus,37
115,Airplane,3VAOOVPI42RZFL1B8IIS677U20WLLY,3A4TN5196OH7D5M8UMFX0GKL5YJCHE,AHDL55X4A4Q1R,airplane,15,rxplus,55
116,Airplane,3HA5ODM5LDRPF38V6VHZ52JRLP6VSZ,30BXRYBRP8WGR3SDBDFYCAROW38WHR,A34DYM8J0X5VK,airplane,15,rzplus,1
117,Airplane,3FK4G712O0Z9NBRRC0CUUFZKMIYSS7,3E7TUJ2EGGLO3RA3W6MG754F61M9DF,A376DD71XY793G,airplane,15,rzplus,19
118,Airplane,3ACRLU861QD9W6570J6UF9L5H7BEB7,3NKQQ8O3924MNJY6UHH731RTK1HDUQ,A31TGM13CAYTBG,airplane,15,rzplus,37
119,Airplane,3GVPRXWRQKTYAZ43JLK5VMX1QCGI7R,3TXD01ZLD8G9NNFD16GE0XXN7VYU4I,AHYTT3T8W9Y9Y,airplane,15,rzplus,55
120,Airplane,3BA7SXOG2MPF3CC5JD6KNEUNOOGR8U,34V1S5K3GW0PIIVOMJE21ZUNPM5694,A2FAJQUVSEXZRN,airplane,16,rxplus,1
121,Airplane,3YO4AH2FQGJX9MS2BU45P9E093AQ0B,37Q970SNZI7CGBQQPJ2CNY8W9UUS19,AAMVVTRCNE19O,airplane,16,rxplus,19
122,Airplane,3MA5N0ATUFA469VSRWDT0IBVB5ZKWN,3XUHV3NRVOXMEKDTFCSPMAEBC9G5H1,A2HM35CWB7IIFM,airplane,16,rxplus,37
123,Airplane,334ZEL5JY9EUPJZY5JVLAAPJPZ9SO0,3VBEN272MOY9KQGT72NFULC2C1NGS8,A3BEGZR3FC5XQA,airplane,16,rxplus,55
124,Airplane,3M47JKRKD00MHTELRP3MCJ3RS2986M,34PGFRQONSACI9N3ZDIJON739VVWJF,A398CG5XGBNGGE,airplane,16,rzplus,1
125,Airplane,3PN6H8C9S7PZLQMFYAVEEGJEZ9IAD0,3SKEMFQBZ74W3SX3JV2PBM4U640K8D,A376DD71XY793G,airplane,16,rzplus,19
126,Helicopter,3NSM4HLQOUTLXFX1SSYK4F5IMA0QQ7,3ZDAD0O1T5CLLCOYLCS9SC8JH5JXTI,A31TGM13CAYTBG,airplane,16,rzplus,37
127,Airplane,3FCO4VKO07CMUU2HN2UEA7Z9YJ97E7,345LHZDED1RO5RW91SBVQS5HTV43U8,AHYTT3T8W9Y9Y,airplane,16,rzplus,55
128,Airplane,3OJX0UFJ1267X9NWSZ73SLCIFT2U9Q,3ZPBJO59KT0HIXSMUIA8KM23PLZHDW,AODANWH0HK3JK,airplane,17,rxplus,1
129,Airplane,3M67TQBQRKNNI09YMUQCSK0O8PIA90,3VELCLL3GOI3C6L4JZ2DGZPHK4IF1V,A19MM9MW8HPLTH,airplane,17,rxplus,19
130,Airplane,3WPCIUYH2D740MLO4AMV9L96N2KDTD,39ASUFLU616JWT61VH3ETQ8IDSWEX2,A2HM35CWB7IIFM,airplane,17,rxplus,37
131,Airplane,3MD8CKRQ02M4NT8OAH3BC43143GJRK,34S6N1K2ZZI0G9GE7Z8W3ZA8Z7UHLW,A3BEGZR3FC5XQA,airplane,17,rxplus,55
132,Airplane,35YHTYFL2J2GBY390BH0Y30CWZCVFG,3K772S5NPCAMA36MQDLSQ4KOPZNEHD,A398CG5XGBNGGE,airplane,17,rzplus,1
133,Airplane,338GLSUI56A0J6M56GCVNGG5XS5FSC,3PMBY0YE2B2EYZ4PWAR5NZMXL2DC9N,A3D9WCPZUXCQ04,airplane,17,rzplus,19
134,Airplane,3N5YJ55YYJ2872DSN49HALV8DHRNAA,36W0OB37H0DKLYXIM0Z5BEL6EBMHZP,A31TGM13CAYTBG,airplane,17,rzplus,37
135,Helicopter,3Q9SPIIRXMLYUWM6F504648Z6VKAWH,3H7Z272LXB6STQE2QCG1C8CZL0YLP3,AHYTT3T8W9Y9Y,airplane,17,rzplus,55
136,Airplane,3OJX0UFJ1267X9NWSZ73SLCIFT29U5,34Q075JO11CCF26EGHJSDS2DE7U01N,AODANWH0HK3JK,airplane,18,rxplus,1
137,Airplane,3L1EFR8WXW4IERQ6XAC46LBF55VF9I,3NAPMVF0Z0EXMYOUKK4FXQM5ENX72M,AAMVVTRCNE19O,airplane,18,rxplus,19
138,Airplane,3OEWW2KGRMAONUGG8T0WFB3JOU3DOR,3FQ5JJ512PNH6ZK7PXR8TJUPVBINKB,A2HM35CWB7IIFM,airplane,18,rxplus,37
139,Airplane,3UZUVSO3QAU5FX94R8W3TPWZT8LMEE,3IGI0VL64BJ0WQ5MNPJ100BYGO7NOR,A32F420NFLF032,airplane,18,rxplus,55
140,Airplane,322ZSN9Z6JJR0Q2VBZL26HF0AONT4A,3K2755HG5W2X411GZSM8H1QQ98YDFA,AODANWH0HK3JK,airplane,18,rzplus,1
141,Airplane,363A7XIFW7LLF7M1PVV8K2PLZGLVAJ,32SCWG5HIL3AA5BV38AZNPU2UJHP6Y,A376DD71XY793G,airplane,18,rzplus,19
142,Airplane,3VW0145YM1BDQDVW597UQ59RYEBMJP,34J10VATJJXB317B5MYDKXAH9LGQIX,A31TGM13CAYTBG,airplane,18,rzplus,37
143,Airplane,3RZS0FBRXN9W32M3NXI0K5QRD12PC3,3BWI6RSP7K8PHE0AD4ZGZRVUC9W7E0,AHYTT3T8W9Y9Y,airplane,18,rzplus,55
144,Airplane,33Q5P9PUTSLQH6O9A6G2B3S5NWKZC1,3634BBTX0STECCH2R6NJ8Y631BTFIX,AODANWH0HK3JK,airplane,19,rxplus,1
145,Airplane,3V0TR1NRWD1MLU3M5ZULBCP8MX4A44,3Y4W8Q93L3JM0YN6Z7RCZNTCXVJVDZ,A1AWQMAD7ZCRUV,airplane,19,rxplus,19
146,Airplane,3EAWOID6NWWPEUOJXTYFVWD8QYR0VN,308XBLVESM31SU85CRVW30G99EZRBK,A2HM35CWB7IIFM,airplane,19,rxplus,37
147,Airplane,35XW21VSWJDMJYW1SRFTITLPUU4SLJ,37TRT2X24UQKU6PS4MMN19UI05HBJ5,A3BEGZR3FC5XQA,airplane,19,rxplus,55
148,Airplane,3J06WJ78IQJ57VPZ0QM4GP3YKT0VV4,3I33IC7ZWJ1F50MSRNGZ7HOVF17A2W,A398CG5XGBNGGE,airplane,19,rzplus,1
149,Airplane,3T5ZXGO9EHNUB7YSFOHXV8HMR9DZQU,3E13VNJ1NRUNMXNUK78YJW290U71I1,A376DD71XY793G,airplane,19,rzplus,19
150,Airplane,3WUVMVA7PE22ORRBQSKB582HNVZZA3,32VNZTT0AB3H7VNWXCL9VMA30PH4RX,A31TGM13CAYTBG,airplane,19,rzplus,37
