,HumanRecognition,HITId,AssignmentId,WorkerId,hashed,ca,no,tr,fr,ratio,path
33,Airplane,3GONHBMNIYX3QS00NVAGEZXHL5JZM8,3LOZAJ85YHCR1DUL2X8DRPZUCVDX20,A24F42H3K58D8A,3532295148563814899,airplane,2,rxplus,127,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_127/050.png
34,Helicopter,3SCKNODZ10FQO0FUG1XX0UTIG2IN76,3YT88D1N0CXA2VRX7E7TK5WKM253K3,A1S88VQY8G8CNC,3722850163239946050,airplane,2,rxplus,133,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_133/050.png
35,Helicopter,3X2YVV51QX320896JM7BV3FW6SLW18,34BBWHLWHEAGNY3XHVXJCMS4SPQIWP,A24F42H3K58D8A,4924329320256602657,airplane,2,rxplus,139,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_139/050.png
36,Helicopter,39XCQ6V3L133UBVJTRWJ0ZT0U6Y56Z,3FIJLY1B6Y36TY4641D3HV7GJ0QFPV,A24F42H3K58D8A,-5829661843665978663,airplane,2,ryminus,1,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_001/050.png
37,Helicopter,35JDMRECD785NNDIG5Y8GKC21D0EGB,392CY0QWG5Q4EWKD7PR0HU9D8WR4IP,A24F42H3K58D8A,-3472808096522274673,airplane,2,ryminus,7,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_007/050.png
38,Helicopter,3LEG2HW4VIM7E757C1XPWY313V92FX,3FDJT1UU787DGAE1LXVMZ2U40WTK53,A24F42H3K58D8A,-8425518029020217973,airplane,2,ryminus,13,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_013/050.png
39,Airplane,3IH9TRB0GEYKZDP1U53WUC6ORHNI1N,32SVAV9L3J84QIIBVNU4QRTOHOO3AX,AWMQJBTBQB8AX,6015698830869694339,airplane,2,ryminus,25,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_025/050.png
40,Helicopter,39WICJI5BWR246SQHD51I0OBLE33ZX,3NJM2BJS405ZQMKWDZN29PMDMNRPCN,A24F42H3K58D8A,-6175348407932560151,airplane,2,ryminus,31,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_031/050.png
41,Airplane,3RWB1RTQEMMURZWQ6L2VIJU8R1NP8P,37UQDCYH61U6JPMW8UOQZVJH70Q7VM,A24F42H3K58D8A,2408010941513518060,airplane,2,ryminus,37,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_037/050.png
42,Helicopter,3MJ9GGZYP65CIGOZ1LBXIXSA6FW2AK,3F6KKYWMNF09STEXXG5LP6Z078TDN6,A24F42H3K58D8A,2868253319346291985,airplane,2,ryminus,49,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_049/050.png
43,Airplane,3DTJ4WT8CGE5E48N6XMX1RS8C3UEZ0,36W0OB37H0DKLYXIM0Z5BEL79EHHZN,A3DLDEPUIIAN9P,-7987499063278442673,airplane,2,ryminus,55,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_055/050.png
44,Airplane,3S8A4GJRE62KS5AYZIEW4XNZ7UZV6V,32SCWG5HIL3AA5BV38AZNPU3Q1Q6PM,A3DLDEPUIIAN9P,8258988113365970827,airplane,2,ryminus,67,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_067/050.png
45,Airplane,3XEDXEGFY6NBYJU7YPK8TN2RET8K0Z,3LKC68YZ3E2QJKE0FQAOWJOQ40NOWS,AK2BB7OB8HYIP,-7420175329682889749,airplane,2,ryminus,73,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_073/050.png
46,Truck,3JUDR1D0E9Q45WVGQH8J8X7FAXJQ2G,3EKVH9QME23D37P4BX71XIW2WF5D2M,A1S88VQY8G8CNC,-3526523695318480111,airplane,2,ryminus,85,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_085/050.png
47,Airplane,35U0MRQMVM6AHBG2ZE0QLX9QSUUVOL,3VHP9MDGRRJNZ9V2ZWRXXV89KHLCFO,AWMQJBTBQB8AX,-337598928165719546,airplane,2,ryminus,91,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_091/050.png
48,Airplane,3Z56AA6EL7Z12IGPLQD5H14MG1P6MR,3JZQSN0I3U90GLB71INGNMTOIC1GFW,A3S48MJA5J93LZ,2132740934927016497,airplane,2,ryminus,103,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_103/050.png
49,Airplane,375VSR8FWZ8UN8DSS36X0YRRRSJZRX,36PW28KO43V70GY8K7B09IXL8DGAEX,AWMQJBTBQB8AX,4383664630340147458,airplane,2,ryminus,109,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_109/050.png
50,Airplane,3KTZHH2OOLEO6WZDE5A31F0DMWC8MC,3QIYRE09Y7GF0YYLHNLQO4YRI92N1Y,A14OYCOHYIUMSE,2845992070717295431,airplane,2,ryminus,115,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_115/050.png
51,Helicopter,3N5YJ55YYJ2872DSN49HALV8HANNAW,382M9COHELERFPC6QCSR9J9FFG8UET,A24F42H3K58D8A,-201281752947548560,airplane,2,ryminus,127,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_127/050.png
52,Airplane,3HUR21WDEXOEFEPZ5GA6B94DMF1XY1,3EWIJTFFVS6BZ30QS5E7KCL8ZRAE0G,AWMQJBTBQB8AX,630189885155326304,airplane,2,ryminus,133,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_133/050.png
53,Helicopter,3I4E7AFQ3NYH38LGE686CJ4JWF2JT8,3FTOP5WARJNJAJMI66PYHSY04ZJJ0J,A24F42H3K58D8A,-6743733888481111529,airplane,2,ryminus,139,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_139/050.png
54,Airplane,3Y7LTZE0ZWLM3059WX1259EBYROUZX,39GAF6DQWVZS837UJE7HYLS44EI1VB,A3DLDEPUIIAN9P,572324117044680515,airplane,2,ryplus,1,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_001/050.png
55,Airplane,3K1H3NEY8OY0VHZIKANOA2UH11XGDI,3LUY3GC633ZTE5P0MIFRT3UZLAF7PN,A2IQ0QCTQ3KWLT,2565907275972895611,airplane,2,ryplus,7,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_007/050.png
56,Helicopter,3TCFMTM8IHNGOSBZ52I47WZ72LQ12V,34HJIJKLP9V9024D6WQJWJZ7GY44V3,A24F42H3K58D8A,2811343874790549710,airplane,2,ryplus,13,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_013/050.png
57,Helicopter,3XBXDSS89BIUFFI0M1LGH12HD0WXL8,3137ONMDKK48A7BB673A548O68REGB,A24F42H3K58D8A,-752475368999672003,airplane,2,ryplus,19,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_019/050.png
58,Helicopter,3JTPR5MT0VBATQG8VVQKAIYIV1H5K3,3QXNC7EIPMUU4799KUYLSYKX8U890F,A24F42H3K58D8A,-13793207058832152,airplane,2,ryplus,31,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_031/050.png
59,Truck,3OWZNK3RZOOWXP2X7QSOIY44DIQ2UY,3R0T90IZ1WBTD9RXAGXFFG8LLYZCG5,A1S88VQY8G8CNC,-3669794034573433351,airplane,2,ryplus,37,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_037/050.png
60,Airplane,37VE3DA4ZXGLGGW9QKE00CIIDGYBH5,3RJSC4XJ14TB3K7XH4L4GIFVMW905V,A2IQ0QCTQ3KWLT,-6066979400176959311,airplane,2,ryplus,49,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_049/050.png
61,Airplane,35YHTYFL2J2GBY390BH0Y30C0T4FVK,35K3O9HUAFC2W7FGVNXSNJ8C5WMEFD,A3S48MJA5J93LZ,4674020495256445612,airplane,2,ryplus,55,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_055/050.png
62,Helicopter,31GECDVAAMLZDFVXYA6OS570Q1766E,33OOO72IVLKXIED3UGWMEZNABQLTC5,A24F42H3K58D8A,3630221518653286420,airplane,2,ryplus,61,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_061/050.png
63,Helicopter,34YWR3PJ3B9HIJTEX8ZXJHATA2KX0Y,3C5W7UE9CJPH8HYECFRX6YDSI0VMXH,A24F42H3K58D8A,-7081989412605524677,airplane,2,ryplus,73,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_073/050.png
64,Airplane,3IQ9O0AYX9YL8X1AWON60IPJJ0FITX,37M28K1J0UCFBWK0Y8MR6YADDLHAJN,AWMQJBTBQB8AX,6075904095058504578,airplane,2,ryplus,79,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_079/050.png
65,Car,3MVY4USGC9MKTXOV7OIGQDTXHH0SIH,3EF8EXOTT5UJH8702PTYVXHA9R9J16,A3S48MJA5J93LZ,-8159264175959077662,airplane,2,ryplus,85,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_085/050.png
66,Airplane,371Q3BEXEK86OND57S62Q8WNDU3ZSM,39O5D9O87XRSJXF9F1QVWMJCHRI3C8,AWMQJBTBQB8AX,8548452963326979068,airplane,2,ryplus,97,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_097/050.png
67,Helicopter,3BS6ERDLA66YYOAC8XE2YBHS7NW6D8,3I7DHKZYGRZ20OMNKM4PJP2ZS0UF5E,A24F42H3K58D8A,-4093421661100855506,airplane,2,ryplus,103,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_103/050.png
68,Airplane,3NOEP8XAV71K60XYETENYIB1IAYXP7,37C0GNLMHJ21L885YZJ4NVDECKND6J,AK2BB7OB8HYIP,1911049640924556100,airplane,2,ryplus,115,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_115/050.png
69,Airplane,302OLP89E26PGYG1YE03UA1WI69CA3,3NC5L260MSLO8YS5P10OSV2Q9VYFOI,AWMQJBTBQB8AX,6075829248969769324,airplane,2,ryplus,121,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_121/050.png
70,Airplane,3KQC8JMJHFRGDLSWBRZUITK6POLH3K,3QIYRE09Y7GF0YYLHNLQO4YRIAXN1V,AWMQJBTBQB8AX,7559573832460628214,airplane,2,ryplus,127,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_127/050.png
71,Airplane,3OZ4VAIBF0EWG0P5J18LD1S4T0IVJ0,3EJPLAJKEQF4O9D1QH81ENWH0ZVZ6W,AWMQJBTBQB8AX,2266270367724958935,airplane,2,ryplus,133,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_133/050.png
72,Airplane,3TZDZ3Y0KV5ROCWYQBXJHJ7L8RZ19M,3OUYGIZWRBXFWUPG1JUIEOKCDW4P00,A14OYCOHYIUMSE,2769894139996980501,airplane,2,rzminus,1,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_001/050.png
73,Helicopter,3WRBLBQ2HU76WXYO8YZTVVAY7CPG0Q,36PW28KO43V70GY8K7B09IXL8DZAEG,A24F42H3K58D8A,-7741939384797229936,airplane,2,rzminus,7,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_007/050.png
74,Helicopter,31KPKEKW5DCA5GQDSC7FUKJ1RZX0BT,3IO1LGZLKDWP4DCEHR8O13ZD1R968L,A24F42H3K58D8A,-8359836484345838127,airplane,2,rzminus,13,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_013/050.png
75,Helicopter,3TRB893CTM9KE8Y8TXK2AAKLFQXG7S,3X87C8JFVAA0XFA7AYSROZG5DNXQS9,A1S88VQY8G8CNC,-6579876352844765114,airplane,2,rzminus,19,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_019/050.png
76,Airplane,3DQYSJDTZOAG99885FYC46CX43UEX1,37UEWGM5HX70FWQDAU27XO31J7P1R0,AWMQJBTBQB8AX,6233367757356436114,airplane,2,rzminus,31,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_031/050.png
77,Helicopter,3PN6H8C9S7PZLQMFYAVEEGJE36LDA4,3X4MXAO0BKNTGX6G7IRSQETVFLUWRS,A24F42H3K58D8A,-6232716465601541107,airplane,2,rzminus,37,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_037/050.png
78,Airplane,3SV8KD29M7R8040X2JX0ZM5DW0PZK4,3OSWBBLG1IWE4NS1ZMSUN8QY9MODXB,AWMQJBTBQB8AX,-8717335599516671660,airplane,2,rzminus,43,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_043/050.png
79,Airplane,3ZFRE2BDRCDEK4Z412CPPGDFS93ZXS,3OLQQLKKNWOI191CEDOD2H04YZ6JEG,AWMQJBTBQB8AX,-6728627606898936020,airplane,2,rzminus,55,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_055/050.png
80,Airplane,3HYV4299I3VQU870X7MKO7V4DUO8EQ,3U5JL4WY5O814R986BR1K4WSWBW4XU,AK2BB7OB8HYIP,5045197876708984891,airplane,2,rzminus,61,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_061/050.png
81,Airplane,3MJ28H2Y2H7TJH1NTNIDHZFRF6S5OO,32XVDSJFP3WG71VHOQ64G8JW5RCM2O,A3DLDEPUIIAN9P,-8392061086446244186,airplane,2,rzminus,67,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_067/050.png
82,Airplane,3J94SKDELLO2FKAY3E4X653SBSM5DS,3E13VNJ1NRUNMXNUK78YJW2AWEF1IB,AK2BB7OB8HYIP,96560381361415892,airplane,2,rzminus,73,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_073/050.png
83,Airplane,3XU9MCX6WRB4HXAG3WXJDNHK6JLR2I,3OS46CRSLJYNFP8RPKJYTHJLCPYV63,A3DLDEPUIIAN9P,-660597643193617833,airplane,2,rzminus,85,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_085/050.png
84,Helicopter,39XCQ6V3L133UBVJTRWJ0ZT0U6X56Y,3TEM0PF1Q9W67XMQWA3NEU3NZFL0DL,A24F42H3K58D8A,5177192523383192667,airplane,2,rzminus,91,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_091/050.png
85,Helicopter,3QMELQS6Z8ASZYTHQY9M30YWMOOR60,3X66WABAJ0H509VEHNMEMD4RFLQ3G2,A1S88VQY8G8CNC,-3793001878180463721,airplane,2,rzminus,97,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_097/050.png
86,Helicopter,3EHVO81VO8KK3IEHONLBU059R47H1S,3MYYFCXHJ76QI5EIH1RXWIWXTJEG4O,A24F42H3K58D8A,-3146351981237317170,airplane,2,rzminus,109,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_109/050.png
87,Airplane,37OPIVELVX2GX6RHK6E451YCVYGHAJ,3DPNQGW4LPEOLCPC5OIBKRJ8Z7V46Y,AK2BB7OB8HYIP,-1584861085544908551,airplane,2,rzminus,115,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_115/050.png
88,Helicopter,306W7JMRZ1XSN5VGNGKUNZPJAX98BO,3YHH42UU5FEP59AI9R1BX7BS8OTL0S,A24F42H3K58D8A,721597798314937983,airplane,2,rzminus,121,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_121/050.png
89,Helicopter,3IVKZBIBK38KX2DB160VQ1SIH4LSHO,3CN4LGXD51NQ4WZIB7D33I31YFPY4P,A24F42H3K58D8A,3339257461880131220,airplane,2,rzminus,127,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_127/050.png
90,Airplane,307L9TDWK1R8NHE7EPU7NDH2B0W3NH,3II4UPYCON6UVQRPD8X2T0U5CJ1DQE,AWMQJBTBQB8AX,3684736168883726367,airplane,2,rzplus,1,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzplus_001/050.png
91,Helicopter,32LAQ1JNUCOQHOWAQ5CKJLDUDV2TUG,3PJ71Z61R81UBWURGD2L6337DMV19R,A24F42H3K58D8A,4615340809903956794,airplane,2,rzplus,7,50,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzplus_007/050.png
