,HumanRecognition,HITId,AssignmentId,WorkerId,hashed,ca,no,tr,fr,ratio,path
23,Airplane,3PZDSVZ3K8GT5DXBE3ZQXI98P2FN4D,3IAS3U3I0JFKOARKX1GV2S82TX0B2Q,A3URTPYCW9UF7K,-9033369782610112859,airplane,2,rxplus,37,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_037/075.png
24,Airplane,372AGES0J745IDDDRLIC3DBGJU7RXI,3OONKJ5DKGIYVHGPKZES95B5U1XBOV,A3URTPYCW9UF7K,-1105283928586870880,airplane,2,rxplus,49,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_049/075.png
25,Airplane,3B9XR6P1XHUH7MRZEKHLCPYXQAPJB9,3TGOYF9911L84L9SGC7WD1VI18RUU7,A3URTPYCW9UF7K,-7568650918768942605,airplane,2,rxplus,55,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_055/075.png
26,Airplane,3N2YPY1GJ9XO5K3D50XUGLFCOUAVE7,39LOEL67OW4Q7UPWYPAQU0NTR5538K,A3URTPYCW9UF7K,3486692309628950951,airplane,2,rxplus,67,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_067/075.png
27,Airplane,37G6BXQPMTKW0C7WJ13KAYG472VQE8,3ON104KXQOVMFR4IW6VFILILNC5W4E,A3URTPYCW9UF7K,-8158713077040731925,airplane,2,rxplus,73,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_073/075.png
28,None of the Above,3Z3R5YC0Q6M1Y6ZKVGHLXLCR3A9FTT,3HWRJOOET91B0CK217XRUIRRUO6SE4,A2EDER9628S0A,1740662693406996418,airplane,2,rxplus,85,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_085/075.png
29,Airplane,3V8JSVE8Z1P59EYIABKENKJ66BAEYX,3OB0CAO74LOKG8NDQEXMX7C53OPYHX,A2WWFBKCUC55BX,5760043231527598230,airplane,2,rxplus,91,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_091/075.png
30,Airplane,35ZRNT9RVLXQ52EJF4UK22H71CMO36,3JMSRU9HQMTRS416V22W55BYTRKEVD,A314XJY8V1YL12,6963113415143768653,airplane,2,rxplus,103,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_103/075.png
31,Airplane,375VMB7D5MIER85DAYNRVE7XGGDID4,30LSNF239YUUBI5Q3B8COFCFONAI2W,A3URTPYCW9UF7K,4199627119370003520,airplane,2,rxplus,109,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_109/075.png
32,Airplane,356ZPKYPVKG965N8JP0PHWIAKIDPYU,31IBVUNM9WYJYI12QDM2NNWY5S0FVX,A3URTPYCW9UF7K,3637046326026377536,airplane,2,rxplus,115,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_115/075.png
33,Airplane,3QO7EE373RMYT9VC9A1U9QAJ45IBQT,3WT783CTPFGXMSJMUU51E5HO5NMBC6,AF8WEE363EQAH,4970794711388827644,airplane,2,rxplus,127,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_127/075.png
34,Airplane,32L724R86OJNG583F7EMV8OMUZGPIP,34S6N1K2ZZI0G9GE7Z8W3ZA9UALLHU,A3URTPYCW9UF7K,-825159816695528879,airplane,2,rxplus,133,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_133/075.png
35,Airplane,366FYU4PUJOAP9916WJNEC4V8W4KEB,3TY7ZAOG5JJEL3S0ORPAI7YDJTO0KE,A3URTPYCW9UF7K,-685149908260305571,airplane,2,rxplus,139,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_139/075.png
36,Airplane,36AZSFEY07ZQYHRTV9V4FD9RLXWVB6,3HWRJOOET91B0CK217XRUIRRUNMSEI,A3URTPYCW9UF7K,3674563914984531407,airplane,2,ryminus,1,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_001/075.png
37,Airplane,3VAOOVPI42RZFL1B8IIS677U6T7LLZ,34MAJL3QP8MPOT2UMMKDDO7OPIJ43M,A3URTPYCW9UF7K,-589316333751317723,airplane,2,ryminus,7,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_007/075.png
38,Airplane,3ZTE0JGGDHREI2A28X5LV5L17P0COT,3G5F9DBFOTW3CES8L3A2Q88BL8QVHQ,A3URTPYCW9UF7K,-8259762204741910197,airplane,2,ryminus,13,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_013/075.png
39,Airplane,3PCPFX4U53PO6Q7SECNQSG14J38FQD,3DQQ64TANKK84KQ1UQN3LJTGE72PWX,A2WWFBKCUC55BX,-4099490051097557938,airplane,2,ryminus,25,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_025/075.png
40,Airplane,360ZO6N6K4IOK1INJXGH1BVO64I9MU,33F859I56ACO30U2GMJ2PWE4IF4HBY,A3URTPYCW9UF7K,1549243633892445506,airplane,2,ryminus,31,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_031/075.png
41,Airplane,34R3P23QIV0D4JUKLBAWNQV3NJ3WHX,3UOUJI6MTHD0LP3NLHIJX8UMVQFXU9,A1VYUSIMD8YTHX,6582573620134226445,airplane,2,ryminus,37,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_037/075.png
42,Airplane,3Z8UJEJOD2CNYFADDFB25CMI6D0397,3R2UR8A0IEF58KJQPV6AY22XD4FXOK,A1VYUSIMD8YTHX,6245130049696501912,airplane,2,ryminus,49,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_049/075.png
43,Airplane,3PMR2DOWPR0PFOR5A334319MYHF545,3RYC5T2D77S3WO9FVWDXYKLZMTUPR3,A314XJY8V1YL12,2598220115615308030,airplane,2,ryminus,55,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_055/075.png
44,Airplane,3MYASTQBHAAR86TWN6S04GYJ7QUQDF,3KV0LJBBH6KXBLC23GL5HGR4HO7RMX,A3URTPYCW9UF7K,-8039211027184723805,airplane,2,ryminus,67,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_067/075.png
45,Airplane,34XASH8KMTL9COYU0MCEN1V3B81PM6,33LKR6A5KIJDVB35EJ72X34J7YM1TP,A3URTPYCW9UF7K,-4130190024829009657,airplane,2,ryminus,73,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_073/075.png
46,Airplane,3WPCIUYH2D740MLO4AMV9L96RXSDTF,34T446B1C4DW25GCWE8CUOL5EJ90CT,A1VYUSIMD8YTHX,2724409995999485823,airplane,2,ryminus,85,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_085/075.png
47,Airplane,3JGHED38FGQK0ZJ8N368HARPKO87Y6,3J2UYBXQQPB7MO7BMNV98OTVIXN60W,A3URTPYCW9UF7K,6879297347707007891,airplane,2,ryminus,91,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_091/075.png
48,Airplane,360ZO6N6K4IOK1INJXGH1BVO64J9MV,37XITHEIS08K2Z0BQRRREKMSNADCRA,A3URTPYCW9UF7K,-1812845407552758181,airplane,2,ryminus,103,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_103/075.png
49,Airplane,30IRMPJWE2IZYDE6S23NDJ3ENLTRKU,3HVVDCPGTIRALHE8Q8EBBQFTEJMYTB,A3URTPYCW9UF7K,6675404671762875052,airplane,2,ryminus,109,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_109/075.png
50,Airplane,3P520RYKDK5OWMLKP9UMG57GXU1U5F,3Z7EFSHGNDD4ZVMNZQXJ328GOQGXC7,A314XJY8V1YL12,-5724853631190365810,airplane,2,ryminus,115,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_115/075.png
51,Airplane,3L2OEKSTXC9O0DORX8YEVANKV8FY8L,3JMSRU9HQMTRS416V22W55BYTSBVEN,A3URTPYCW9UF7K,-1763373180665040267,airplane,2,ryminus,127,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_127/075.png
52,Airplane,3YO4AH2FQGJX9MS2BU45P9E0D1M0QX,386PBUZZXJWW7FB4VZBHFCQO72PJLX,A3URTPYCW9UF7K,6927030523861635561,airplane,2,ryminus,133,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_133/075.png
53,Airplane,3URJ6VVYVSMBNYXNFIZ3C79DFCI4O7,3A7Y0R2P2SNR79ST9IE5Q6LBEAKXJG,A3URTPYCW9UF7K,-8832306879419079878,airplane,2,ryminus,139,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_139/075.png
54,Airplane,3ECKRY5B2TVHU9A92GCOM6Q04YMIZ2,39PAAFCODQZTHNJ3LXRR4RBZW14TVF,A3URTPYCW9UF7K,5763248621964555305,airplane,2,ryplus,1,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_001/075.png
55,Airplane,3MQY1YVHT6JH1QTR7ZBTD8CGOZ52B7,3OVHNO1VEA039ISG04GFKT69HR7ZDP,A3URTPYCW9UF7K,-1925555752820248507,airplane,2,ryplus,7,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_007/075.png
56,Airplane,3FDWKV9VDQ1M4T6QH8B8X7I2JPQUM4,3KJYX6QCMDAZ3KNY93DN2LOQYZWJVJ,A1VYUSIMD8YTHX,-4236988689262732434,airplane,2,ryplus,13,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_013/075.png
57,Airplane,3VEI3XUC0UW094BM5U8V90PDHVXRPT,3BWI6RSP7K8PHE0AD4ZGZRVV79OE7W,A2WWFBKCUC55BX,-8757746911154028350,airplane,2,ryplus,19,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_019/075.png
58,Airplane,33W1NHWFZKK73NQKWSBS0DS9FF1TZT,3FTOP5WARJNJAJMI66PYHSY043KJ0S,A2WWFBKCUC55BX,4955508334961927045,airplane,2,ryplus,31,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_031/075.png
59,Airplane,341H3G5YG3D6NETTYQNIG2Q4I44Z0N,352YTHGROZC4I19T179FHI8Y8N0H45,A3URTPYCW9UF7K,-2278074030306969147,airplane,2,ryplus,37,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_037/075.png
60,Airplane,3I6NF2WGJJV5R4KP5455CQ6POMO5GS,36W0OB37H0DKLYXIM0Z5BEL79J0ZHY,A3URTPYCW9UF7K,2122108811493986062,airplane,2,ryplus,49,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_049/075.png
61,Airplane,3FHTJGYT9QZ9KE28PJEJAWB6FMPGPP,3Y54SXRO1PKT48U3G7HM859GIVETUB,A2EDER9628S0A,-565529197695403190,airplane,2,ryplus,55,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_055/075.png
62,Airplane,3YZ7A3YHS8S8H9TG04ZM14PSCXG5SA,3SNLUL3WO8M5LVMY7YFVMEZZOHPUL4,A2WWFBKCUC55BX,-8889227139929513721,airplane,2,ryplus,61,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_061/075.png
63,Airplane,3Z56AA6EL7Z12IGPLQD5H14MG3A6MG,3CN4LGXD51NQ4WZIB7D33I31YJOY4W,A3URTPYCW9UF7K,1280888901262835394,airplane,2,ryplus,73,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_073/075.png
64,Airplane,3XU9MCX6WRB4HXAG3WXJDNHK6L62RI,3UXUOQ9OKIWMR1JYXZXU3854MUSA7Z,A2WWFBKCUC55BX,-5443381158105592203,airplane,2,ryplus,79,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_079/075.png
65,Airplane,34ZTTGSNK0N8KMYY92BQV1DHZINQHO,30BUDKLTXHUAUAMRPBKJ17HZG4RE5H,A3URTPYCW9UF7K,-1623394052866914242,airplane,2,ryplus,85,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_085/075.png
66,Airplane,3WRKFXQBPE6HPJ046UA58ZHYY4IIYB,3L4D84MIL3RULJSE4EWJNKXHQLJHJR,A3URTPYCW9UF7K,5399686048846341605,airplane,2,ryplus,97,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_097/075.png
67,Airplane,3Z3R5YC0Q6M1Y6ZKVGHLXLCR3A7FTR,3GU1KF0O4M0GGHSQZZR7Y5GV46KBP3,A1VYUSIMD8YTHX,-8678297181410659739,airplane,2,ryplus,103,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_103/075.png
68,Airplane,3ICOHX7EOFA8CJ2X2395VSPMUYZ0EM,3NGI5ARFTX4F3JAYX2YIST3MIV51PO,A3URTPYCW9UF7K,-2158926900501405774,airplane,2,ryplus,115,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_115/075.png
69,Airplane,3J94SKDELLO2FKAY3E4X653SBU6D5O,35GMH2SV3IGW2KS9UQGIADHQXYGOEE,A1VYUSIMD8YTHX,-7793925365909587292,airplane,2,ryplus,121,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_121/075.png
70,Airplane,31MBOZ6PBRQ6CH75V5PT3OH7CKULCK,3YGXWBAF74GD1TYDFFVE6RBIVV24CQ,AF8WEE363EQAH,3658624325120716167,airplane,2,ryplus,127,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_127/075.png
71,Airplane,3W0KKJIASU8TG8ZATTXNM289XT48KY,3X4MXAO0BKNTGX6G7IRSQETVFPRRWS,A2WWFBKCUC55BX,8480571638723857786,airplane,2,ryplus,133,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_133/075.png
72,Airplane,341YLJU22LYROY7XD93AZVGTJPNI2U,3NS0A6KXC876L2272UHNQE96UIUGZL,A1VYUSIMD8YTHX,4030755562425127683,airplane,2,rzminus,1,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_001/075.png
73,Airplane,3J94SKDELLO2FKAY3E4X653SBU5D5N,3HMVI3QICNR9CX2ZOPU15KWYMZVY10,A2WWFBKCUC55BX,6282563514491098314,airplane,2,rzminus,7,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_007/075.png
74,Airplane,32K26U12EQNJDEPD95MAA3XROI9VDE,3YDGXNSEO3TBPQ80Y3F945FZ550849,A3URTPYCW9UF7K,-8907686701042322582,airplane,2,rzminus,13,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_013/075.png
75,Airplane,3P520RYKDK5OWMLKP9UMG57GXU25UR,3TAYZSBPLP7J5W8M8N2QSHI2XKTS2D,A314XJY8V1YL12,394970781773182663,airplane,2,rzminus,19,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_019/075.png
76,Airplane,3JMNNNO3C439PTR22Q7P0MP1Y0KW2E,3JW0YLFXRXFYOTN26C1YDD1C748WW2,A2WWFBKCUC55BX,-7603280601269716450,airplane,2,rzminus,31,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_031/075.png
77,Airplane,3WRAAIUSCMYDJWRWPAWQ8NM6JQKAXU,3OXV7EAXLIP33G685ADSAMR2LAF36Y,A3URTPYCW9UF7K,-7160888169141664767,airplane,2,rzminus,37,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_037/075.png
78,Airplane,3AQN9REUUIF0H8KIEG9UH21L6ZAYDP,3C44YUNSI5O9VEQADVIDTV4V7SWPDQ,A3URTPYCW9UF7K,6554540895584302763,airplane,2,rzminus,43,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_043/075.png
79,Airplane,3MD8CKRQ02M4NT8OAH3BC4318WRRJT,3OE22WJIGMNGCS2BZ3NR30YTYNLUQ2,A3URTPYCW9UF7K,-5757088691397466806,airplane,2,rzminus,55,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_055/075.png
80,Airplane,3S829FDFU50BH3U89KNSYOUC4TGDXY,3JW0YLFXRXFYOTN26C1YDD1C74AWW4,A3URTPYCW9UF7K,4737504537084302119,airplane,2,rzminus,61,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_061/075.png
81,Airplane,31JUPBOOSQ340EHSET9O12LOMT8L8D,37W3JXSD6A72DYI2LDJMYAMSIC2WYV,A2WWFBKCUC55BX,4398151680705524916,airplane,2,rzminus,67,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_067/075.png
82,Airplane,3W0KKJIASU8TG8ZATTXNM289XT4K8A,3QILPRALQ9UXBYI6G8U53ELZWL8N8U,A3URTPYCW9UF7K,4286495570203646861,airplane,2,rzminus,73,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_073/075.png
83,Airplane,351S7I5UHCVJ8VGWHAMU3KYR7Z3JNY,3OWEPKL08DBTBKDN632ZPEP4L147NT,A3URTPYCW9UF7K,2718732632585602297,airplane,2,rzminus,85,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_085/075.png
84,Airplane,3SD15I2WE5T0GW8FF88QL2VGGCT630,37Q970SNZI7CGBQQPJ2CNY8X5EHS1Y,A3URTPYCW9UF7K,-6195281971624830565,airplane,2,rzminus,91,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_091/075.png
85,Airplane,311HQEI8SVFK5PTDJP8RVH0RQID7ZY,3KJYX6QCMDAZ3KNY93DN2LOQY08JVX,A3URTPYCW9UF7K,6579616580039947314,airplane,2,rzminus,97,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_097/075.png
86,Airplane,3O0M2G5VD918GBTHDTGLFHEOKDW49T,3TUI152ZZFM03VBDXFD7SYTWNQLQ1W,A3URTPYCW9UF7K,3498590051672954308,airplane,2,rzminus,109,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_109/075.png
87,Airplane,3BPP3MA3UFJL9FRJRWVOTCHAXW8LEE,3V0Z7YWSI2ZZXOPQ2I7V3429WPB2VI,A3URTPYCW9UF7K,-6952059782141173171,airplane,2,rzminus,115,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_115/075.png
88,Airplane,3QX22DUVPRGMH8VQMYLDTTKLXW2MVO,340UGXU9D208H0YSL2H19NX1FGXVUW,A3URTPYCW9UF7K,6882788115984290299,airplane,2,rzminus,121,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_121/075.png
89,Airplane,3QREJ3J446WOVFJTNI6RR7UFHT4KLX,3W8CV64QJ6Y5F7F5I256YQJEUFWH9J,A3URTPYCW9UF7K,-478891444800009110,airplane,2,rzminus,127,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_127/075.png
90,Airplane,3WRKFXQBPE6HPJ046UA58ZHYY4JIYC,3HOSI13XH3N06HNK8MRIT1N6T9XDD4,A2EDER9628S0A,-5058376896354435930,airplane,2,rzplus,1,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzplus_001/075.png
91,Airplane,3Z8UJEJOD2CNYFADDFB25CMI6D293F,3Z7EFSHGNDD4ZVMNZQXJ328GORUXCN,A3URTPYCW9UF7K,7155663356145150319,airplane,2,rzplus,7,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzplus_007/075.png
92,Airplane,3UYRNV2KJWYUOEKDQ6P3EUPDROAN8J,3VNL7UK1XJI4LQXDLIMNM58D87MTFX,A3URTPYCW9UF7K,621196820231707801,airplane,2,rzplus,13,75,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzplus_013/075.png
