,HumanRecognition,HITId,AssignmentId,WorkerId,hashed,ca,no,tr,fr,ratio,path
10,Car,3V7ICJJA0DFR448EBDUH6N9E8BMB4T,3NKQQ8O3924MNJY6UHH731RUF0VDUZ,AX7K5UODLEK72,4750887548411892438,airplane,2,rxminus,79,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxminus_079/025.png
11,Airplane,3GS542CVKYMQCUXHRYZVK9K2K7C59G,339ANSOTR91PSY9GSHEGOBY94DDKIG,AX7K5UODLEK72,-4314170457443752345,airplane,2,rxminus,85,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxminus_085/025.png
12,Truck,3ZG552ORBP3WA4RXCG2TEK6NRP42VS,3JNQLM5FT8LW1JDWOE5PGV474HT2LY,AGQKBH53S12SZ,845285662077163122,airplane,2,rxminus,97,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxminus_097/025.png
13,Airplane,3VDVA3ILJGE63MJ64H3T90T8C431GM,3KV0LJBBH6KXBLC23GL5HGR4GE3RM8,A3FPKH2F4IACUQ,-4194011365250567248,airplane,2,rxminus,103,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxminus_103/025.png
14,Airplane,374UMBUHO8OUVUFA4ERKPFRO6V0TCB,3V26SBZTBHD6CJXCSM5CBLPC4YLZZ5,A22VGT2F28LTWC,7512839950856114934,airplane,2,rxminus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxminus_115/025.png
15,Airplane,3M4KL7H8LYM46TU0S4U7X9GJIQZ61O,3A4NIXBJ7AYM8NHPYWO9V4I5AMAML9,AGQKBH53S12SZ,-1590899928045419130,airplane,2,rxminus,121,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxminus_121/025.png
16,Airplane,3QHITW7OZR8TAZQK3W1YEFQDMLGQAS,3MAOD8E57U9NQZJEOG6XJD2SMLLXNX,AX7K5UODLEK72,6182714529157282611,airplane,2,rxminus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxminus_127/025.png
17,Helicopter,3Y40HMYLM4HXY55UVFDH8OY0QRVXU8,32AT8R96GP8SP8HOR7CWY0DUF29SU9,AX7K5UODLEK72,3838667881208426034,airplane,2,rxminus,133,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxminus_133/025.png
18,Airplane,3WRAAIUSCMYDJWRWPAWQ8NM6JO3XAW,33LK57MYLX49B7BYXUB4FSS9HKLSZV,AX7K5UODLEK72,6332546185177426368,airplane,2,rxplus,1,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_001/025.png
19,Airplane,3MDWE879VK1S1AEQS8Q8NVKUU3ZB9O,3QEMNNSB21YKP8MAH9OWT9DA7POD7N,AYS8A6E6H121A,4410426247034257232,airplane,2,rxplus,7,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_007/025.png
20,Airplane,3KA7IJSNX94DTXUX9XM59LK9Z7IPBY,3QFUFYSY92EK45IN6HLFEXWLS0SF4U,A3FPKH2F4IACUQ,-7097447005410687242,airplane,2,rxplus,13,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_013/025.png
21,Airplane,3DIIW4IV9SU1RCMKHNMYSADR3144IT,3FIJLY1B6Y36TY4641D3HV7GIVLPFP,AX7K5UODLEK72,-18494938313776895,airplane,2,rxplus,25,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_025/025.png
22,Airplane,3T8DUCXY1Q5SXW87SUHTNPQG0AZT9W,3DEL4X4ELAKH2YNSVIF80T0ZR69YXB,A7V0PTLV1WAHG,4460385991658778516,airplane,2,rxplus,31,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_031/025.png
23,Airplane,3TC2K6WKAJ1YZSVK4NRJM6MFGR582V,3QY5DC2MXVJJL3C2LNCXR1UFRD9FUA,A3FPKH2F4IACUQ,-8774672015983265294,airplane,2,rxplus,37,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_037/025.png
24,Car,3LAZVA75OLQ1KKI0B4GFJSCFVW92OS,3ITXP059P0IJBS6UF88IRY4JZN3JSZ,A3FPKH2F4IACUQ,336219293980059459,airplane,2,rxplus,49,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_049/025.png
25,Truck,3BC9H1KCZXBZQEK9VBEK9QQ6DD0WYC,3D4CH1LGEESRFBKUYWNODQ7DE659GF,AX7K5UODLEK72,-2304504755784829312,airplane,2,rxplus,55,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_055/025.png
26,Car,3WRKFXQBPE6HPJ046UA58ZHYY23IYS,3LWJHTCVCGLRTA5L4ESSH0XQNRGFQF,AGQKBH53S12SZ,-6968115279256635385,airplane,2,rxplus,67,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_067/025.png
27,Truck,3VJ4PFXFK66L2SX1K5L3OGN2P6OAUJ,3EQHHY4HQWR8EOIIV6A71A2BTB65G7,AX7K5UODLEK72,-3600809313219593984,airplane,2,rxplus,73,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_073/025.png
28,None of the Above,3XUSYT70JW03KDOX68YLPA71UKHD0L,339ANSOTR91PSY9GSHEGOBY94DRIKS,A3FPKH2F4IACUQ,4691944909059142203,airplane,2,rxplus,85,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_085/025.png
29,Airplane,32ZCLEW0C2JJBGS9XPZM793M7CQJPC,3M81GAB8A4I1GTT5ZC6WYA659UCBQK,AX7K5UODLEK72,4361105749767565894,airplane,2,rxplus,91,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_091/025.png
30,Airplane,3D1UCPY6HJ8NKAR38N5O5GR7M54380,3TXD01ZLD8G9NNFD16GE0XXO1MOU4M,AX7K5UODLEK72,2536760651977153416,airplane,2,rxplus,103,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_103/025.png
31,Helicopter,34O39PNDL97Y5AACMPQUEGKO0P4RBQ,3W8CV64QJ6Y5F7F5I256YQJET61H95,AX7K5UODLEK72,1845361136317112046,airplane,2,rxplus,109,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_109/025.png
32,Car,3SCKNODZ10FQO0FUG1XX0UTIG2P7NX,3LOZAJ85YHCR1DUL2X8DRPZUCRDX2S,AX7K5UODLEK72,-4664812530162046348,airplane,2,rxplus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_115/025.png
33,Helicopter,3AQN9REUUIF0H8KIEG9UH21L6XVYD6,3R6BYFZZPBBB276XQSNKB8TJLVIFXU,AX7K5UODLEK72,-1689345852753825892,airplane,2,rxplus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_127/025.png
34,Airplane,3VLL1PIEOTNRQVLC0BPT63MMG57OZL,3FFJ6VRIL5NNF82COO4Y5RJ0RGT0IF,AX7K5UODLEK72,-3926569886913275808,airplane,2,rxplus,133,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_133/025.png
35,Airplane,3V7ICJJA0DFR448EBDUH6N9E8BL4BL,3RGU30DZTE7GDXTPVBCWFP5D6XBJMA,AX7K5UODLEK72,-3610405764269310945,airplane,2,rxplus,139,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rxplus_139/025.png
36,Helicopter,341H3G5YG3D6NETTYQNIG2Q4I2PZ04,3CFVK00FWPKKJKWXBGHS68LJKLS6LE,A22VGT2F28LTWC,-8284311077539961827,airplane,2,ryminus,1,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_001/025.png
37,Airplane,3ZLW647WBOUCYVPES6WNVPE405D23X,379J5II41SFOWZPCHY0QIWDW2L0LE3,AX7K5UODLEK72,-1344647588908426509,airplane,2,ryminus,7,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_007/025.png
38,Airplane,39N6W9XWSGM3TSU9G6A2NN4IJPBGYY,3BV8HQ2ZZ003N15TEPS2XU58QAWA65,AGQKBH53S12SZ,6637506185596581328,airplane,2,ryminus,13,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_013/025.png
39,Airplane,32L724R86OJNG583F7EMV8OMUX2IP0,3MRNMEIQW95J4TBCL3P6CEVB299LDK,A3FPKH2F4IACUQ,-5136732129627663306,airplane,2,ryminus,25,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_025/025.png
40,Car,3WKGUBL7T2L3HDUQ2QJBKQ5JK5YL4O,384PI804XW0C9M58T0YC9TPNZDL0SU,AGQKBH53S12SZ,8880352722257660358,airplane,2,ryminus,31,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_031/025.png
41,Car,3G4VVJO6Q2FEM0YRFAZY8O3ZM1PKPB,336YQZE83ZD86YE46982EFM8OW75M1,AGQKBH53S12SZ,66397754602399138,airplane,2,ryminus,37,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_037/025.png
42,Airplane,3WGZLY9VDKLL22T01CB0IPDJDIS8D2,3YWRV122CWYA6O2FD96RH9DT38B8UY,AGQKBH53S12SZ,5481267527566702114,airplane,2,ryminus,49,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_049/025.png
43,Helicopter,33CLA8O0NLAOIRMSRRCQX6B9FNVRF7,3YHH42UU5FEP59AI9R1BX7BS7JW0LZ,AX7K5UODLEK72,1693789439793795732,airplane,2,ryminus,55,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_055/025.png
44,Airplane,3X2LT8FDIZHKB8TRI7GQAD24KYYW8Z,3U84XHCDIGCQ9M9N7TFMHPC3340Z4D,AGQKBH53S12SZ,3591481654002340695,airplane,2,ryminus,67,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_067/025.png
45,Airplane,3LB1BGHFM5V7YXGF0699M6J79JJTYK,3D8YOU6S9IJN2AJRKU9TXVH2XDU6UJ,AYS8A6E6H121A,-1261706367443152410,airplane,2,ryminus,73,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_073/025.png
46,Airplane,3J9UN9O9K6RGNZOPG4KWS82EZ4D0JL,3NGMS9VZTPHU2LFCQYHY51TCGP2FFG,AX7K5UODLEK72,848229912045590876,airplane,2,ryminus,85,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_085/025.png
47,Airplane,3FBEFUUYSN400H70ONN08A9MMK76AE,3ATTHHXXWENVCY8NR0T5E56B1NPXII,AX7K5UODLEK72,4206758422439488690,airplane,2,ryminus,91,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_091/025.png
48,Airplane,3EFNPKWBNVN52LM0DJS9C1LP37T30E,30LSNF239YUUBI5Q3B8COFCFOEHI2L,A3FPKH2F4IACUQ,9059612760449514016,airplane,2,ryminus,103,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_103/025.png
49,None of the Above,36QZ6V159CCP2OJV157U9GH8BCTSUV,31IBVUNM9WYJYI12QDM2NNWY4JOVFI,AX7K5UODLEK72,-4539942649118388724,airplane,2,ryminus,109,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_109/025.png
50,Airplane,3N5YJ55YYJ2872DSN49HALV8HATNA2,3QIYRE09Y7GF0YYLHNLQO4YRH60N1P,AX7K5UODLEK72,-2908863447509856243,airplane,2,ryminus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_115/025.png
51,Airplane,3Y7LTZE0ZWLM3059WX1259EBYRUUZ3,3DL65MZB8HEVTVV64L7RFDN98CGCE8,AX7K5UODLEK72,5116308749778656249,airplane,2,ryminus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_127/025.png
52,Airplane,37OPIVELVX2GX6RHK6E451YCVYMAHI,3NLZY2D53TODT2FHQPVQCD2ALOILQ9,AX7K5UODLEK72,-4761628743797171484,airplane,2,ryminus,133,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_133/025.png
53,Airplane,34D9ZRXCZUT5NF5XV0Q39F5E492AS2,3RJSC4XJ14TB3K7XH4L4GIFVLT150L,AX7K5UODLEK72,4866743748841621668,airplane,2,ryminus,139,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryminus_139/025.png
54,Car,39RRBHZ0BX0MGFU91NB71VGUCY3ZVX,3UOUJI6MTHD0LP3NLHIJX8UMUHUUX2,AX7K5UODLEK72,1082468442239863288,airplane,2,ryplus,1,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_001/025.png
55,Truck,3PZDSVZ3K8GT5DXBE3ZQXI98P0ZN4T,3RXCAC0YIVOR161KT4HADUC2V1JG8W,A3FPKH2F4IACUQ,2105716857706695245,airplane,2,ryplus,7,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_007/025.png
56,Car,3BAKUKE4AKBXSCSKKSX5847FEDD1RH,3EQHHY4HQWR8EOIIV6A71A2BSA05GY,AGQKBH53S12SZ,849187156492616414,airplane,2,ryplus,13,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_013/025.png
57,Car,3IWA71V4ULFCWUFTZXFESIKKN5F6XH,31T4R4OBOWFAKGGWHDTL93VSMPCC7M,AYS8A6E6H121A,-3483929674167029001,airplane,2,ryplus,19,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_019/025.png
58,Truck,32ZCLEW0C2JJBGS9XPZM793M7CRJPD,33JKGHPFYGTCWNKAA94O8WMUGIXNM2,AX7K5UODLEK72,-8370731096931361535,airplane,2,ryplus,31,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_031/025.png
59,Truck,3TKXBROM6W9RUU55KU92YC2ALYTIJX,3ON104KXQOVMFR4IW6VFILILM2LW49,AX7K5UODLEK72,7823260333218960401,airplane,2,ryplus,37,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_037/025.png
60,None of the Above,3H6W48L9G7O5H0S84OI1WZXU98ZPWD,3TAYZSBPLP7J5W8M8N2QSHI2XCDS2H,AX7K5UODLEK72,-7119834792181341837,airplane,2,ryplus,49,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_049/025.png
61,Airplane,3SX4X51T938QPND4OJ9UPAVD7K1AO7,3B3WTRP3DF110HCNZH2ZBMDC5OU29M,A3FPKH2F4IACUQ,-5544213513880885168,airplane,2,ryplus,55,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_055/025.png
62,Helicopter,3QX22DUVPRGMH8VQMYLDTTKLXUKMV2,3BDCF01OG1TM2463HZCKPZ5CJWGYL3,AX7K5UODLEK72,-321172526785560045,airplane,2,ryplus,61,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_061/025.png
63,Helicopter,3RWB1RTQEMMURZWQ6L2VIJU8R1X8PI,34V1S5K3GW0PIIVOMJE21ZUOLT096E,AX7K5UODLEK72,-1645276460825871063,airplane,2,ryplus,73,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_073/025.png
64,Airplane,3ECKRY5B2TVHU9A92GCOM6Q04W9IZL,32XVDSJFP3WG71VHOQ64G8JW5N82MS,AX7K5UODLEK72,-8324982719949134850,airplane,2,ryplus,79,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_079/025.png
65,None of the Above,3LAZVA75OLQ1KKI0B4GFJSCFVW8O2D,3P59JYT76PJKKWL1XN7G2MEOZVTT29,AX7K5UODLEK72,5788873953118971427,airplane,2,ryplus,85,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_085/025.png
66,Car,388FBO7J0US93KBV3ANXD7DFK1XNYD,3J4Q2Z4UT22T4WRGU32SLOJQIUBWQZ,AGQKBH53S12SZ,6474281101527938066,airplane,2,ryplus,97,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_097/025.png
67,Helicopter,3D5G8J4N6D3QU3LAVVMPF7FDR2IVTE,30BUDKLTXHUAUAMRPBKJ17HZGVAE5I,AX7K5UODLEK72,-8215198059945166345,airplane,2,ryplus,103,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_103/025.png
68,None of the Above,3KL228NDNYL89N5SCR9BEFP7LA1KG6,373ERPL3YS71OG2MCDMH3UMWAMJRTT,AX7K5UODLEK72,3557217997134346007,airplane,2,ryplus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_115/025.png
69,Airplane,3IVKZBIBK38KX2DB160VQ1SIH4RSHU,3AUQQEL7U9SS1EMCNV3HKG9UYHEV0T,AGQKBH53S12SZ,-4040600657003583639,airplane,2,ryplus,121,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_121/025.png
70,Airplane,3KVQ0UJWQ0K1OQAPK99NYTSDI8X5W6,39N5ACM9HIMXSODT1FDB7ZL5FXWP93,AX7K5UODLEK72,-8974301815652929804,airplane,2,ryplus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_127/025.png
71,Airplane,3QMELQS6Z8ASZYTHQY9M30YWMOT6RK,3UNH76FOCW468MOOHBDZPCK1J1EMY1,AGQKBH53S12SZ,1960467576547163938,airplane,2,ryplus,133,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/ryplus_133/025.png
72,Airplane,33P2GD6NSQRM9J03WXRTZF180AGKH7,32ZKVD547JM99SN311U0L2DUZ233BE,AX7K5UODLEK72,860661627170720049,airplane,2,rzminus,1,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_001/025.png
73,Airplane,3MNJFORX9E3ZD4OUUKZNU56DN585F9,3K772S5NPCAMA36MQDLSQ4KPL4REHP,AX7K5UODLEK72,5868333275069463942,airplane,2,rzminus,7,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_007/025.png
74,Airplane,36D1BWBEIQ0DKHXOYO12RONA0WUM2X,34T446B1C4DW25GCWE8CUOL5EBHC0X,AX7K5UODLEK72,5189444462166631129,airplane,2,rzminus,13,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_013/025.png
75,Airplane,3EKTG13I0X2JL3JW8UJ76KMJ6WLMLM,3OVR4I9USTIHVU8WKXW9QW0ZZ22Q40,AX7K5UODLEK72,-16248622674516100,airplane,2,rzminus,19,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_019/025.png
76,Airplane,3ACRLU861QD9W6570J6UF9L5L0FBEY,3HYA4D452VIA1R30232RLIZN8MI2F7,AX7K5UODLEK72,-8917865656650356492,airplane,2,rzminus,31,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_031/025.png
77,Airplane,3MYASTQBHAAR86TWN6S04GYJ7OFQDW,3ZV9H2YQQH61XVLEWSQW8GQF937W39,AYS8A6E6H121A,-6041524894345030025,airplane,2,rzminus,37,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_037/025.png
78,Airplane,3YO4AH2FQGJX9MS2BU45P9E0DZ70QE,3TUI152ZZFM03VBDXFD7SYTWNIIQ1D,A3FPKH2F4IACUQ,-226658504708159611,airplane,2,rzminus,43,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_043/025.png
79,Airplane,3CRWSLD92N3RROMTLMZZY1QD11QOM5,3U84XHCDIGCQ9M9N7TFMHPC345JZ4Z,A3FPKH2F4IACUQ,516957812139303382,airplane,2,rzminus,55,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_055/025.png
80,None of the Above,3PEG1BH7BHQCI6XHW5HXD4YA5XBKBR,3ITXP059P0IJBS6UF88IRY4JZNZSJ4,AX7K5UODLEK72,-323410188522191383,airplane,2,rzminus,61,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_061/025.png
81,Airplane,3MXX6RQ9FY4T8Y9OUICI17E3PF14P7,3VW04L3ZLX5S2TXIQMT6HFTQP0NXXC,AX7K5UODLEK72,3881733362971854521,airplane,2,rzminus,67,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_067/025.png
82,Airplane,3BAWBGQGZOY3W5O3ISJOABNV25Q7VD,3P529IW9K2KG2DP8C9KW0EYWDLVLFY,AGQKBH53S12SZ,-7095786658766094173,airplane,2,rzminus,73,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_073/025.png
83,Airplane,344M16OZLLEBXFU439B364LZ2PTENQ,35BLDD71IAWP3ZS2RPG9QFCGHP4VZV,AX7K5UODLEK72,6166859123226248595,airplane,2,rzminus,85,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_085/025.png
84,Truck,3AFT28WXMI15V5W2071768JWKS6IOJ,3EG49X351YBFJEDMPZKGH2G6SWT6XW,A3FPKH2F4IACUQ,1975335534043304254,airplane,2,rzminus,91,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_091/025.png
85,Car,3JHB4BPSGN8F5GGFBQNYIKFTG319QZ,358UUM7WR32EQI5FZAJGYYUEMQSR7K,A3FPKH2F4IACUQ,-4151852863515908170,airplane,2,rzminus,97,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_097/025.png
86,Airplane,3511RHPAEYDAIJWOD2FOSJGTCJJLR8,3QXNC7EIPMUU4799KUYLSYKX8Q209S,AX7K5UODLEK72,2671834699592888321,airplane,2,rzminus,109,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_109/025.png
87,Airplane,3VDI8GSXBISOEM3R32C8OAGGQAA8GE,3H0W84IWBO1ZZXKPMIXM48MV8DQERN,AX7K5UODLEK72,5924752881570652901,airplane,2,rzminus,115,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_115/025.png
88,Airplane,3VO4XFFP28LBRXSMWTPE4OONLDAQ71,3TGOYF9911L84L9SGC7WD1VI0ZVUUS,AX7K5UODLEK72,-5925068310544665126,airplane,2,rzminus,121,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_121/025.png
89,Airplane,307L9TDWK1R8NHE7EPU7NDH2B023NN,33PPO7FECZEHES3600STKY3JK4NID8,AGQKBH53S12SZ,8234918421135462128,airplane,2,rzminus,127,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzminus_127/025.png
90,Car,3RQVKZ7ZSNIUZEQ1UIZD86QK57Z272,333U7HK6IDED93NCIIDTWZIJYKTJD5,A3FPKH2F4IACUQ,4965608490593553279,airplane,2,rzplus,1,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzplus_001/025.png
91,Horse,37VE3DA4ZXGLGGW9QKE00CIIDG5BHC,31Q0U3WYDTEQXD6Y1G41S7C1HRS71V,A3JB1MBS7KFAGJ,8794255843516449007,airplane,2,rzplus,7,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzplus_007/025.png
92,Airplane,3X878VYTJHHE082DIDEKSPK9EB3F7Y,3HSYG7LRBNXGYTZ4SKZS1RDMXINKKF,AX7K5UODLEK72,-8948577408136220697,airplane,2,rzplus,13,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzplus_013/025.png
93,Airplane,3YZ7A3YHS8S8H9TG04ZM14PSCV35ST,3OLF68YTND0Z6UY4FIV6R0ILKAPAF1,A3FPKH2F4IACUQ,-732620243983994052,airplane,2,rzplus,19,25,/media/tengyu/DataU/Data/Toybox/squares_same_nview/airplane/test/02/rzplus_019/025.png
